stateId,unique.str,composition,structure,fct,type
592,lade fasy frex  8 1,lade fasy frex ,8,1,0
593,ACPS  8 1,ACPS ,8,1,0
594,FASY frex  9 1,FASY frex ,9,1,0
595,PIAB frex  6 1,PIAB frex ,6,1,0
596,ACPS alin  6 0,ACPS alin ,6,0,0
597,PISY  7 2,PISY ,7,2,0
598,lade fasy acps  8 2,lade fasy acps ,8,2,0
599,FASY lade  8 2,FASY lade ,8,2,0
600,lade  9 0,lade ,9,0,0
601,fasy frex  2 0,fasy frex ,2,0,0
602,piab lade  10 0,piab lade ,10,0,0
603,FREX piab  1 0,FREX piab ,1,0,0
604,fasy bepe  6 0,fasy bepe ,6,0,0
605,lade frex  5 0,lade frex ,5,0,0
606,piab frex  8 0,piab frex ,8,0,0
607,frex bepe  4 0,frex bepe ,4,0,0
608,LADE bepe  5 0,LADE bepe ,5,0,0
609,PIAB pisy  8 0,PIAB pisy ,8,0,0
610,PISY piab  6 2,PISY piab ,6,2,0
611,piab pisy fasy  6 2,piab pisy fasy ,6,2,0
612,piab lade pisy  7 2,piab lade pisy ,7,2,0
613,PIAB bepe  7 0,PIAB bepe ,7,0,0
614,pisy fasy  8 0,pisy fasy ,8,0,0
615,abal lade  9 1,abal lade ,9,1,0
616,LADE frex  4 0,LADE frex ,4,0,0
617,lade fasy bepe  6 0,lade fasy bepe ,6,0,0
618,piab abal  6 2,piab abal ,6,2,0
619,piab fasy bepe  8 1,piab fasy bepe ,8,1,0
620,frex bepe  3 0,frex bepe ,3,0,0
621,piab lade  3 0,piab lade ,3,0,0
622,piab bepe  2 0,piab bepe ,2,0,0
623,PIAB bepe  7 1,PIAB bepe ,7,1,0
624,piab alin  6 0,piab alin ,6,0,0
625,FASY frex  4 0,FASY frex ,4,0,0
626,fasy  4 0,fasy ,4,0,0
627,PIAB  11 0,PIAB ,11,0,0
628,FREX lade  2 0,FREX lade ,2,0,0
629,BEPE  3 0,BEPE ,3,0,0
630,piab fasy acps  6 0,piab fasy acps ,6,0,0
631,piab frex  9 1,piab frex ,9,1,0
632,piab lade  1 0,piab lade ,1,0,0
633,frex alin  4 0,frex alin ,4,0,0
634,lade frex  8 1,lade frex ,8,1,0
635,FASY piab  1 0,FASY piab ,1,0,0
636,piab bepe  6 1,piab bepe ,6,1,0
637,FREX  7 1,FREX ,7,1,0
638,PIAB frex  5 0,PIAB frex ,5,0,0
639,PIAB frex  2 0,PIAB frex ,2,0,0
640,fasy acps  8 2,fasy acps ,8,2,0
641,fasy alin  8 0,fasy alin ,8,0,0
642,lade frex  6 1,lade frex ,6,1,0
643,FASY abal  7 1,FASY abal ,7,1,0
644,piab frex  2 0,piab frex ,2,0,0
645,ACPS  5 1,ACPS ,5,1,0
646,FREX fasy  2 0,FREX fasy ,2,0,0
647,pisy  8 1,pisy ,8,1,0
648,FREX piab  2 0,FREX piab ,2,0,0
649,PIAB frex  8 0,PIAB frex ,8,0,0
650,piab bepe  8 1,piab bepe ,8,1,0
651,piab alin  8 0,piab alin ,8,0,0
652,piab  9 0,piab ,9,0,0
653,PISY piab  7 2,PISY piab ,7,2,0
654,piab lade pisy  9 2,piab lade pisy ,9,2,0
655,frex bepe  7 0,frex bepe ,7,0,0
656,piab lade pisy  10 2,piab lade pisy ,10,2,0
657,abal fasy  5 1,abal fasy ,5,1,0
658,ACPS  6 0,ACPS ,6,0,0
659,lade bepe  6 1,lade bepe ,6,1,0
660,PIAB lade  10 2,PIAB lade ,10,2,0
661,PIAB abal  6 1,PIAB abal ,6,1,0
662,FREX piab  7 0,FREX piab ,7,0,0
663,LADE fasy  9 1,LADE fasy ,9,1,0
664,FREX bepe  2 0,FREX bepe ,2,0,0
665,mix 4 0,mix,4,0,0
666,LADE frex  5 0,LADE frex ,5,0,0
667,ALIN  4 0,ALIN ,4,0,0
668,lade frex  9 1,lade frex ,9,1,0
669,PIAB bepe  9 0,PIAB bepe ,9,0,0
670,PIAB  3 0,PIAB ,3,0,0
671,fasy bepe  7 1,fasy bepe ,7,1,0
672,lade fasy frex  9 1,lade fasy frex ,9,1,0
673,PIAB fasy  5 0,PIAB fasy ,5,0,0
674,LADE frex  9 0,LADE frex ,9,0,0
675,PIAB  11 1,PIAB ,11,1,0
676,lade frex  2 0,lade frex ,2,0,0
677,piab fasy frex  9 1,piab fasy frex ,9,1,0
678,lade frex  7 1,lade frex ,7,1,0
679,LADE  10 1,LADE ,10,1,0
680,piab lade fasy acps  8 1,piab lade fasy acps ,8,1,0
681,frex alin  2 0,frex alin ,2,0,0
682,pisy  6 0,pisy ,6,0,0
683,FASY pisy  8 1,FASY pisy ,8,1,0
684,lade pisy  8 2,lade pisy ,8,2,0
685,lade fasy bepe  6 1,lade fasy bepe ,6,1,0
686,ALIN  2 0,ALIN ,2,0,0
687,FASY lade  6 2,FASY lade ,6,2,0
688,piab frex  6 1,piab frex ,6,1,0
689,FREX  5 1,FREX ,5,1,0
690,piab fasy frex  10 1,piab fasy frex ,10,1,0
691,fasy bepe  8 0,fasy bepe ,8,0,0
692,bepe  7 0,bepe ,7,0,0
693,FREX fasy  4 0,FREX fasy ,4,0,0
694,piab lade bepe  4 0,piab lade bepe ,4,0,0
695,abal lade  8 0,abal lade ,8,0,0
696,FASY piab  3 0,FASY piab ,3,0,0
697,FREX fasy  6 0,FREX fasy ,6,0,0
698,FREX lade  5 0,FREX lade ,5,0,0
699,piab lade  2 0,piab lade ,2,0,0
700,piab lade frex  2 0,piab lade frex ,2,0,0
701,PIAB fasy  11 2,PIAB fasy ,11,2,0
702,PIAB frex  7 1,PIAB frex ,7,1,0
703,piab frex  8 1,piab frex ,8,1,0
704,PISY  5 2,PISY ,5,2,0
705,pisy fasy  9 2,pisy fasy ,9,2,0
706,FASY pisy  5 1,FASY pisy ,5,1,0
707,lade bepe  7 1,lade bepe ,7,1,0
708,lade fasy frex  8 0,lade fasy frex ,8,0,0
709,LADE frex  7 1,LADE frex ,7,1,0
710,PIAB bepe  8 1,PIAB bepe ,8,1,0
711,PIAB frex  10 1,PIAB frex ,10,1,0
712,pisy fasy  8 2,pisy fasy ,8,2,0
713,lade acps  7 1,lade acps ,7,1,0
714,frex bepe  5 0,frex bepe ,5,0,0
715,piab abal  8 0,piab abal ,8,0,0
716,piab pisy  10 2,piab pisy ,10,2,0
717,FREX  2 1,FREX ,2,1,0
718,piab lade frex  8 1,piab lade frex ,8,1,0
719,piab lade frex  7 0,piab lade frex ,7,0,0
720,LADE bepe  7 1,LADE bepe ,7,1,0
721,PIAB lade  9 0,PIAB lade ,9,0,0
722,piab bepe  9 0,piab bepe ,9,0,0
723,abal lade  8 1,abal lade ,8,1,0
724,FASY acps  8 0,FASY acps ,8,0,0
725,LADE frex  6 0,LADE frex ,6,0,0
726,PIAB frex  7 0,PIAB frex ,7,0,0
727,FASY frex  5 1,FASY frex ,5,1,0
728,LADE frex  9 1,LADE frex ,9,1,0
729,piab fasy  2 0,piab fasy ,2,0,0
730,piab fasy frex  2 0,piab fasy frex ,2,0,0
731,FASY bepe  8 1,FASY bepe ,8,1,0
732,frex  7 0,frex ,7,0,0
733,piab frex  3 0,piab frex ,3,0,0
734,pisy fasy  6 2,pisy fasy ,6,2,0
735,abal lade fasy  7 2,abal lade fasy ,7,2,0
736,abal lade fasy  9 2,abal lade fasy ,9,2,0
737,PIAB fasy  10 0,PIAB fasy ,10,0,0
738,PIAB frex  9 0,PIAB frex ,9,0,0
739,fasy  4 1,fasy ,4,1,0
740,lade fasy bepe  7 1,lade fasy bepe ,7,1,0
741,PIAB bepe  6 0,PIAB bepe ,6,0,0
742,lade bepe  2 0,lade bepe ,2,0,0
743,piab fasy frex  8 0,piab fasy frex ,8,0,0
744,piab acps  8 2,piab acps ,8,2,0
745,fasy bepe  9 1,fasy bepe ,9,1,0
746,abal fasy  8 0,abal fasy ,8,0,0
747,lade fasy frex  6 1,lade fasy frex ,6,1,0
748,FASY bepe  7 1,FASY bepe ,7,1,0
749,piab frex  10 1,piab frex ,10,1,0
750,mix 2 0,mix,2,0,0
751,frex alin  5 0,frex alin ,5,0,0
752,PIAB fasy  11 1,PIAB fasy ,11,1,0
753,piab fasy frex  9 0,piab fasy frex ,9,0,0
754,frex  7 1,frex ,7,1,0
755,frex  5 0,frex ,5,0,0
756,piab fasy frex  4 0,piab fasy frex ,4,0,0
757,PIAB abal  8 2,PIAB abal ,8,2,0
758,FREX piab  8 0,FREX piab ,8,0,0
759,pisy  6 2,pisy ,6,2,0
760,lade bepe  8 1,lade bepe ,8,1,0
761,fasy acps frex  9 1,fasy acps frex ,9,1,0
762,lade pisy fasy  9 1,lade pisy fasy ,9,1,0
763,PISY fasy  9 1,PISY fasy ,9,1,0
764,piab lade frex  8 0,piab lade frex ,8,0,0
765,FREX  3 0,FREX ,3,0,0
766,piab abal lade  8 2,piab abal lade ,8,2,0
767,FASY abal  8 0,FASY abal ,8,0,0
768,piab fasy  4 0,piab fasy ,4,0,0
769,piab fasy  11 2,piab fasy ,11,2,0
770,piab lade fasy  11 1,piab lade fasy ,11,1,0
771,lade fasy  2 0,lade fasy ,2,0,0
772,frex  8 1,frex ,8,1,0
773,LADE piab  9 0,LADE piab ,9,0,0
774,piab pisy fasy  6 0,piab pisy fasy ,6,0,0
775,acps  7 1,acps ,7,1,0
776,PISY piab  8 1,PISY piab ,8,1,0
777,frex bepe  8 1,frex bepe ,8,1,0
778,PIAB acps  7 1,PIAB acps ,7,1,0
779,ACPS  7 0,ACPS ,7,0,0
780,LADE frex  8 1,LADE frex ,8,1,0
781,FREX fasy  5 1,FREX fasy ,5,1,0
782,piab lade bepe  7 1,piab lade bepe ,7,1,0
783,piab lade frex  9 0,piab lade frex ,9,0,0
784,lade frex  3 0,lade frex ,3,0,0
785,piab lade frex  3 0,piab lade frex ,3,0,0
786,LADE  6 2,LADE ,6,2,0
787,LADE piab  7 2,LADE piab ,7,2,0
788,abal fasy  9 0,abal fasy ,9,0,0
789,piab  2 0,piab ,2,0,0
790,FREX lade  3 0,FREX lade ,3,0,0
791,FREX fasy  6 1,FREX fasy ,6,1,0
792,FREX piab  3 0,FREX piab ,3,0,0
793,piab abal lade fasy  10 1,piab abal lade fasy ,10,1,0
794,FASY piab  4 1,FASY piab ,4,1,0
795,ACPS  6 2,ACPS ,6,2,0
796,FREX  3 1,FREX ,3,1,0
797,piab acps  8 0,piab acps ,8,0,0
798,BEPE frex  3 0,BEPE frex ,3,0,0
799,piab bepe  10 0,piab bepe ,10,0,0
800,piab frex  10 0,piab frex ,10,0,0
801,PIAB fasy  5 2,PIAB fasy ,5,2,0
802,bepe  8 0,bepe ,8,0,0
803,FASY abal  6 2,FASY abal ,6,2,0
804,FREX fasy  3 0,FREX fasy ,3,0,0
805,abal fasy bepe  8 0,abal fasy bepe ,8,0,0
806,piab bepe  9 1,piab bepe ,9,1,0
807,lade fasy bepe  8 0,lade fasy bepe ,8,0,0
808,BEPE piab  7 0,BEPE piab ,7,0,0
809,mix 6 0,mix,6,0,0
810,FASY bepe  10 1,FASY bepe ,10,1,0
811,PIAB frex  10 0,PIAB frex ,10,0,0
812,PIAB abal  8 1,PIAB abal ,8,1,0
813,abal  8 2,abal ,8,2,0
814,abal fasy acps  10 1,abal fasy acps ,10,1,0
815,PISY piab  5 1,PISY piab ,5,1,0
816,FREX piab  8 1,FREX piab ,8,1,0
817,FASY acps  8 2,FASY acps ,8,2,0
818,pisy  8 0,pisy ,8,0,0
819,piab fasy bepe  9 1,piab fasy bepe ,9,1,0
820,mix 5 0,mix,5,0,0
821,lade bepe  9 1,lade bepe ,9,1,0
822,FREX piab  7 1,FREX piab ,7,1,0
823,FREX bepe  3 0,FREX bepe ,3,0,0
824,FREX lade  5 1,FREX lade ,5,1,0
825,PIAB frex  9 1,PIAB frex ,9,1,0
826,FREX  8 1,FREX ,8,1,0
827,frex bepe  8 0,frex bepe ,8,0,0
828,fasy frex  9 0,fasy frex ,9,0,0
829,piab fasy frex  8 2,piab fasy frex ,8,2,0
830,lade  11 1,lade ,11,1,0
831,PIAB pisy  8 2,PIAB pisy ,8,2,0
832,PISY lade  6 1,PISY lade ,6,1,0
833,piab lade bepe  8 0,piab lade bepe ,8,0,0
834,acps frex  6 1,acps frex ,6,1,0
835,piab lade frex  9 1,piab lade frex ,9,1,0
836,FREX lade  6 1,FREX lade ,6,1,0
837,piab lade fasy frex  9 1,piab lade fasy frex ,9,1,0
838,piab fasy frex  10 0,piab fasy frex ,10,0,0
839,PIAB frex  10 2,PIAB frex ,10,2,0
840,FREX piab  4 0,FREX piab ,4,0,0
841,abal lade fasy  10 1,abal lade fasy ,10,1,0
842,piab frex bepe  9 1,piab frex bepe ,9,1,0
843,piab lade bepe  8 1,piab lade bepe ,8,1,0
844,lade fasy bepe  8 1,lade fasy bepe ,8,1,0
845,piab bepe  3 0,piab bepe ,3,0,0
846,fasy  11 1,fasy ,11,1,0
847,PIAB frex  7 2,PIAB frex ,7,2,0
848,abal  9 2,abal ,9,2,0
849,PIAB pisy  9 1,PIAB pisy ,9,1,0
850,frex  3 0,frex ,3,0,0
851,FASY acps  7 2,FASY acps ,7,2,0
852,piab lade frex  4 0,piab lade frex ,4,0,0
853,frex alin  1 0,frex alin ,1,0,0
854,FREX lade  4 0,FREX lade ,4,0,0
855,piab frex  7 2,piab frex ,7,2,0
856,fasy bepe  8 1,fasy bepe ,8,1,0
857,piab lade frex  10 1,piab lade frex ,10,1,0
858,LADE frex  8 0,LADE frex ,8,0,0
859,PIAB frex  11 1,PIAB frex ,11,1,0
860,piab abal lade fasy  10 2,piab abal lade fasy ,10,2,0
861,PIAB frex  3 0,PIAB frex ,3,0,0
862,LADE frex  1 0,LADE frex ,1,0,0
863,piab frex  8 2,piab frex ,8,2,0
864,piab lade pisy fasy  8 1,piab lade pisy fasy ,8,1,0
865,fasy acps  9 2,fasy acps ,9,2,0
866,piab pisy  9 0,piab pisy ,9,0,0
867,lade bepe  9 0,lade bepe ,9,0,0
868,piab lade bepe  9 1,piab lade bepe ,9,1,0
869,piab pisy  9 2,piab pisy ,9,2,0
870,frex bepe  9 1,frex bepe ,9,1,0
871,FASY abal  8 2,FASY abal ,8,2,0
872,piab abal fasy  9 0,piab abal fasy ,9,0,0
873,piab frex  11 0,piab frex ,11,0,0
874,piab fasy acps  10 1,piab fasy acps ,10,1,0
875,FREX lade  4 1,FREX lade ,4,1,0
876,lade frex bepe  1 0,lade frex bepe ,1,0,0
877,piab fasy frex  9 2,piab fasy frex ,9,2,0
878,ABAL fasy  7 1,ABAL fasy ,7,1,0
879,lade frex  10 1,lade frex ,10,1,0
880,PISY  8 1,PISY ,8,1,0
881,piab abal  10 1,piab abal ,10,1,0
882,FASY frex  10 1,FASY frex ,10,1,0
883,piab  10 0,piab ,10,0,0
884,frex  2 0,frex ,2,0,0
885,FASY piab  9 0,FASY piab ,9,0,0
886,frex  9 1,frex ,9,1,0
887,lade fasy frex  3 0,lade fasy frex ,3,0,0
888,pisy fasy  10 1,pisy fasy ,10,1,0
889,LADE frex  10 1,LADE frex ,10,1,0
890,piab frex  11 1,piab frex ,11,1,0
891,piab pisy  10 1,piab pisy ,10,1,0
892,piab pisy fasy  10 1,piab pisy fasy ,10,1,0
893,piab fasy frex  3 0,piab fasy frex ,3,0,0
894,PIAB lade  1 0,PIAB lade ,1,0,0
895,mix 7 0,mix,7,0,0
896,frex  6 0,frex ,6,0,0
897,piab fasy  12 1,piab fasy ,12,1,0
898,LADE piab  1 0,LADE piab ,1,0,0
899,FREX  9 1,FREX ,9,1,0
900,LADE piab  10 1,LADE piab ,10,1,0
901,fasy frex  8 2,fasy frex ,8,2,0
902,piab  3 0,piab ,3,0,0
903,BEPE piab  3 0,BEPE piab ,3,0,0
904,FREX piab  5 0,FREX piab ,5,0,0
905,piab fasy acps  9 2,piab fasy acps ,9,2,0
906,abal lade fasy  10 2,abal lade fasy ,10,2,0
907,piab lade  11 1,piab lade ,11,1,0
908,PIAB bepe  9 1,PIAB bepe ,9,1,0
909,piab bepe  10 1,piab bepe ,10,1,0
910,piab fasy  3 0,piab fasy ,3,0,0
911,piab lade frex  5 0,piab lade frex ,5,0,0
912,piab acps  9 1,piab acps ,9,1,0
913,bepe  3 0,bepe ,3,0,0
914,PIAB frex  8 2,PIAB frex ,8,2,0
915,ABAL fasy  8 1,ABAL fasy ,8,1,0
916,piab  11 2,piab ,11,2,0
917,piab fasy frex  7 2,piab fasy frex ,7,2,0
918,frex  4 0,frex ,4,0,0
919,piab  4 0,piab ,4,0,0
920,LADE piab  8 2,LADE piab ,8,2,0
921,FREX piab  5 1,FREX piab ,5,1,0
922,FREX piab  9 1,FREX piab ,9,1,0
923,FREX piab  4 1,FREX piab ,4,1,0
924,lade fasy bepe  9 1,lade fasy bepe ,9,1,0
925,piab lade fasy  2 0,piab lade fasy ,2,0,0
926,piab frex bepe  10 1,piab frex bepe ,10,1,0
927,piab acps  9 2,piab acps ,9,2,0
928,FREX lade  7 1,FREX lade ,7,1,0
929,piab frex  5 1,piab frex ,5,1,0
930,abal lade fasy  8 2,abal lade fasy ,8,2,0
931,piab lade frex  11 1,piab lade frex ,11,1,0
932,piab frex bepe  4 0,piab frex bepe ,4,0,0
933,SACA  1 0,SACA ,1,0,0
934,piab frex  4 1,piab frex ,4,1,0
935,frex  4 1,frex ,4,1,0
936,piab frex  3 1,piab frex ,3,1,0
937,FASY abal  9 2,FASY abal ,9,2,0
938,piab abal  11 2,piab abal ,11,2,0
939,PIAB lade  2 0,PIAB lade ,2,0,0
940,piab lade frex  7 1,piab lade frex ,7,1,0
941,lade frex  5 1,lade frex ,5,1,0
942,piab  4 1,piab ,4,1,0
