stateId	unique.str	composition	structure	fct	n	type	color
1303	piab quro  10 2	piab quro 	10	2	135		#c0c0c0
1304	quro qupe  11 2	quro qupe 	11	2	160		#c0c0c0
1305	piab fasy qupe  12 1	piab fasy qupe 	12	1	26		#c0c0c0
1306	piab quro qupe  11 2	piab quro qupe 	11	2	206		#c0c0c0
1307	fasy quro qupe  11 2	fasy quro qupe 	11	2	21		#c0c0c0
1308	QURO  10 2	QURO 	10	2	19		#c0c0c0
1309	piab qupe  12 1	piab qupe 	12	1	86		#933910
1310	piab quro qupe  12 2	piab quro qupe 	12	2	123		#c0c0c0
1311	fasy qupe  13 2	fasy qupe 	13	2	46		#c0c0c0
1312	PIAB qupe  12 2	PIAB qupe 	12	2	3336		#c0c0c0
1313	QUPE quro  9 2	QUPE quro 	9	2	38		#c0c0c0
1314	piab qupe  13 2	piab qupe 	13	2	773		#933910
1315	PIAB qupe  13 2	PIAB qupe 	13	2	604		#c0c0c0
1316	piab quro  12 2	piab quro 	12	2	48		#c0c0c0
1317	QUPE quro  10 2	QUPE quro 	10	2	121		#c0c0c0
1318	piab fasy qupe  13 2	piab fasy qupe 	13	2	58		#c0c0c0
1319	quro qupe  7 2	quro qupe 	7	2	91		#c0c0c0
1320	QUPE piab  11 2	QUPE piab 	11	2	2524		#c0c0c0
1321	piab pini  8 1	piab pini 	8	1	324		#c0c0c0
1322	qupe  11 2	qupe 	11	2	235		#c0c0c0
1323	quro qupe  7 1	quro qupe 	7	1	15		#c0c0c0
1324	piab pini  8 2	piab pini 	8	2	5031		#c0c0c0
1325	piab quro  11 2	piab quro 	11	2	102		#c0c0c0
1326	piab quro qupe  13 2	piab quro qupe 	13	2	28		#c0c0c0
1327	qupe  13 2	qupe 	13	2	19		#c0c0c0
1328	qupe  12 2	qupe 	12	2	48		#c0c0c0
1329	fasy quro qupe  10 2	fasy quro qupe 	10	2	39		#c0c0c0
1330	QUPE  12 2	QUPE 	12	2	630		#c0c0c0
1331	QUPE  11 2	QUPE 	11	2	3783		#c0c0c0
1332	qupe pini  8 2	qupe pini 	8	2	1135		#c0c0c0
1333	QUPE piab  8 1	QUPE piab 	8	1	71		#c0c0c0
1334	QUPE  13 2	QUPE 	13	2	46		#c0c0c0
1335	piab qupe pini  6 2	piab qupe pini 	6	2	57		#c0c0c0
1336	QUPE piab  9 2	QUPE piab 	9	2	7119		#c0c0c0
1337	QUPE piab  9 1	QUPE piab 	9	1	74		#c0c0c0
1338	QUPE piab  12 2	QUPE piab 	12	2	494		#c0c0c0
1339	QUPE quro  11 2	QUPE quro 	11	2	30		#c0c0c0
1340	piab qupe  6 2	piab qupe 	6	2	47		#933910
1341	QUPE fasy  10 2	QUPE fasy 	10	2	84		#c0c0c0
1342	QUPE  5 1	QUPE 	5	1	31		#c0c0c0
1343	piab pini  9 1	piab pini 	9	1	176		#c0c0c0
1344	piab qupe pini  7 2	piab qupe pini 	7	2	1461		#c0c0c0
1345	piab qupe pini  8 2	piab qupe pini 	8	2	5252		#c0c0c0
1346	piab pini  9 2	piab pini 	9	2	2120		#c0c0c0
1347	QUPE piab  6 2	QUPE piab 	6	2	36		#c0c0c0
1348	PIAB pini  9 2	PIAB pini 	9	2	511		#c0c0c0
1349	QUPE piab  13 2	QUPE piab 	13	2	47		#c0c0c0
1350	PIAB qupe  8 2	PIAB qupe 	8	2	201		#c0c0c0
1351	piab fasy qupe pini  10 2	piab fasy qupe pini 	10	2	19		#c0c0c0
1352	qupe  8 1	qupe 	8	1	29		#c0c0c0
1353	piab qupe pini  10 2	piab qupe pini 	10	2	177		#c0c0c0
1354	QUPE piab  10 1	QUPE piab 	10	1	42		#c0c0c0
1355	PIAB qupe  14 2	PIAB qupe 	14	2	17		#c0c0c0
1356	QUPE quro  8 2	QUPE quro 	8	2	27		#c0c0c0
1357	PIAB qupe  7 1	PIAB qupe 	7	1	59		#c0c0c0
1358	piab quro qupe  7 2	piab quro qupe 	7	2	23		#c0c0c0
1359	piab quro  9 1	piab quro 	9	1	25		#c0c0c0
1360	piab quro  7 1	piab quro 	7	1	9		#c0c0c0
1361	piab fasy pini  10 2	piab fasy pini 	10	2	114		#c0c0c0
1362	piab pini  10 2	piab pini 	10	2	299		#c0c0c0
1363	QUPE piab  11 1	QUPE piab 	11	1	24		#c0c0c0
1364	piab qupe pini  9 2	piab qupe pini 	9	2	3121		#c0c0c0
1365	piab qupe pini  9 1	piab qupe pini 	9	1	44		#c0c0c0
1366	abal fasy qupe  10 2	abal fasy qupe 	10	2	24		#c0c0c0
1367	abal qupe  10 2	abal qupe 	10	2	26		#c0c0c0
1368	abal qupe  12 2	abal qupe 	12	2	20		#c0c0c0
1369	piab quro  10 1	piab quro 	10	1	26		#c0c0c0
1370	fasy qupe pini  10 2	fasy qupe pini 	10	2	29		#c0c0c0
1371	piab fasy pini  8 2	piab fasy pini 	8	2	2691		#c0c0c0
1372	fasy quro qupe  10 1	fasy quro qupe 	10	1	19		#c0c0c0
1373	piab fasy pini  10 1	piab fasy pini 	10	1	24		#c0c0c0
1374	PINI piab  6 2	PINI piab 	6	2	94		#c0c0c0
1375	PINI piab  7 2	PINI piab 	7	2	185		#c0c0c0
1376	piab pini  7 2	piab pini 	7	2	1822		#c0c0c0
1377	PIAB  14 1	PIAB 	14	1	18		#256d37
1378	PINI  6 2	PINI 	6	2	212		#c0c0c0
1379	PIAB quro  11 2	PIAB quro 	11	2	32		#c0c0c0
1380	piab pini  6 2	piab pini 	6	2	329		#c0c0c0
1381	qupe pini  9 2	qupe pini 	9	2	516		#c0c0c0
1382	fasy quro pini  8 2	fasy quro pini 	8	2	14		#c0c0c0
1383	FASY pini  9 2	FASY pini 	9	2	43		#c0c0c0
1384	PIAB pini  8 1	PIAB pini 	8	1	20		#c0c0c0
1385	quro qupe pini  6 2	quro qupe pini 	6	2	21		#c0c0c0
1386	PIAB pini  8 2	PIAB pini 	8	2	308		#c0c0c0
1387	piab pini  7 1	piab pini 	7	1	264		#c0c0c0
1388	fasy qupe pini  8 2	fasy qupe pini 	8	2	418		#c0c0c0
1389	PINI qupe  6 2	PINI qupe 	6	2	17		#c0c0c0
1390	piab qupe pini  8 1	piab qupe pini 	8	1	154		#c0c0c0
1391	piab fasy qupe pini  8 2	piab fasy qupe pini 	8	2	174		#c0c0c0
1392	qupe pini  10 2	qupe pini 	10	2	35		#c0c0c0
1393	fasy qupe pini  9 2	fasy qupe pini 	9	2	302		#c0c0c0
1394	piab fasy qupe pini  9 2	piab fasy qupe pini 	9	2	167		#c0c0c0
1395	piab fasy qupe pini  7 2	piab fasy qupe pini 	7	2	32		#c0c0c0
1396	quro qupe  5 1	quro qupe 	5	1	11		#c0c0c0
1397	QUPE pini  8 2	QUPE pini 	8	2	85		#c0c0c0
1398	piab pini  10 1	piab pini 	10	1	30		#c0c0c0
1399	qupe pini  5 2	qupe pini 	5	2	22		#c0c0c0
1400	pini  6 2	pini 	6	2	32		#c0c0c0
1401	pini  8 2	pini 	8	2	54		#c0c0c0
1402	PINI  9 2	PINI 	9	2	19		#c0c0c0
1403	piab qupe pini  7 1	piab qupe pini 	7	1	127		#c0c0c0
1404	PINI  8 2	PINI 	8	2	117		#c0c0c0
1405	piab pini  6 1	piab pini 	6	1	104		#c0c0c0
1406	piab pini  11 2	piab pini 	11	2	45		#c0c0c0
1407	pini  7 2	pini 	7	2	65		#c0c0c0
1408	PIAB pini  10 2	PIAB pini 	10	2	106		#c0c0c0
1409	piab qupe pini  11 2	piab qupe pini 	11	2	20		#c0c0c0
1410	QUPE pini  9 2	QUPE pini 	9	2	79		#c0c0c0
1411	PIAB quro  10 2	PIAB quro 	10	2	102		#c0c0c0
1412	PIAB pini  11 2	PIAB pini 	11	2	19		#c0c0c0
1413	piab fasy pini  11 2	piab fasy pini 	11	2	19		#c0c0c0
1414	PINI fasy  7 2	PINI fasy 	7	2	18		#c0c0c0
1415	qupe pini  7 1	qupe pini 	7	1	19		#c0c0c0
1416	PINI piab  8 2	PINI piab 	8	2	34		#c0c0c0
1417	PINI  7 2	PINI 	7	2	186		#c0c0c0
1418	PIAB pini  9 1	PIAB pini 	9	1	18		#c0c0c0
