stateId	unique.str	composition	structure	fct	n
805	abal fasy bepe  8 0	abal fasy bepe 	8	0	6
806	piab bepe  9 1	piab bepe 	9	1	111
807	lade fasy bepe  8 0	lade fasy bepe 	8	0	14
808	BEPE piab  7 0	BEPE piab 	7	0	16
809	mix 6 0	mix	6	0	21
810	FASY bepe  10 1	FASY bepe 	10	1	15
811	PIAB frex  10 0	PIAB frex 	10	0	31
812	PIAB abal  8 1	PIAB abal 	8	1	85
813	abal  8 2	abal 	8	2	34
814	abal fasy acps  10 1	abal fasy acps 	10	1	38
815	PISY piab  5 1	PISY piab 	5	1	22
816	FREX piab  8 1	FREX piab 	8	1	56
817	FASY acps  8 2	FASY acps 	8	2	73
818	pisy  8 0	pisy 	8	0	42
819	piab fasy bepe  9 1	piab fasy bepe 	9	1	48
820	mix 5 0	mix	5	0	26
821	lade bepe  9 1	lade bepe 	9	1	103
822	FREX piab  7 1	FREX piab 	7	1	26
823	FREX bepe  3 0	FREX bepe 	3	0	26
824	FREX lade  5 1	FREX lade 	5	1	22
825	PIAB frex  9 1	PIAB frex 	9	1	154
826	FREX  8 1	FREX 	8	1	110
827	frex bepe  8 0	frex bepe 	8	0	10
828	fasy frex  9 0	fasy frex 	9	0	93
829	piab fasy frex  8 2	piab fasy frex 	8	2	206
830	lade  11 1	lade 	11	1	24
831	PIAB pisy  8 2	PIAB pisy 	8	2	209
832	PISY lade  6 1	PISY lade 	6	1	24
833	piab lade bepe  8 0	piab lade bepe 	8	0	13
834	acps frex  6 1	acps frex 	6	1	12
835	piab lade frex  9 1	piab lade frex 	9	1	165
836	FREX lade  6 1	FREX lade 	6	1	27
837	piab lade fasy frex  9 1	piab lade fasy frex 	9	1	36
838	piab fasy frex  10 0	piab fasy frex 	10	0	21
839	PIAB frex  10 2	PIAB frex 	10	2	211
840	FREX piab  4 0	FREX piab 	4	0	106
841	abal lade fasy  10 1	abal lade fasy 	10	1	34
842	piab frex bepe  9 1	piab frex bepe 	9	1	24
843	piab lade bepe  8 1	piab lade bepe 	8	1	62
844	lade fasy bepe  8 1	lade fasy bepe 	8	1	41
845	piab bepe  3 0	piab bepe 	3	0	73
846	fasy  11 1	fasy 	11	1	26
847	PIAB frex  7 2	PIAB frex 	7	2	50
848	abal  9 2	abal 	9	2	56
849	PIAB pisy  9 1	PIAB pisy 	9	1	159
850	frex  3 0	frex 	3	0	104
851	FASY acps  7 2	FASY acps 	7	2	92
852	piab lade frex  4 0	piab lade frex 	4	0	26
853	frex alin  1 0	frex alin 	1	0	9
854	FREX lade  4 0	FREX lade 	4	0	23
855	piab frex  7 2	piab frex 	7	2	121
856	fasy bepe  8 1	fasy bepe 	8	1	66
857	piab lade frex  10 1	piab lade frex 	10	1	124
858	LADE frex  8 0	LADE frex 	8	0	14
859	PIAB frex  11 1	PIAB frex 	11	1	69
860	piab abal lade fasy  10 2	piab abal lade fasy 	10	2	38
861	PIAB frex  3 0	PIAB frex 	3	0	62
862	LADE frex  1 0	LADE frex 	1	0	25
863	piab frex  8 2	piab frex 	8	2	153
864	piab lade pisy fasy  8 1	piab lade pisy fasy 	8	1	47
865	fasy acps  9 2	fasy acps 	9	2	100
866	piab pisy  9 0	piab pisy 	9	0	22
867	lade bepe  9 0	lade bepe 	9	0	15
868	piab lade bepe  9 1	piab lade bepe 	9	1	58
869	piab pisy  9 2	piab pisy 	9	2	2880
870	frex bepe  9 1	frex bepe 	9	1	14
871	FASY abal  8 2	FASY abal 	8	2	1693
872	piab abal fasy  9 0	piab abal fasy 	9	0	20
873	piab frex  11 0	piab frex 	11	0	13
874	piab fasy acps  10 1	piab fasy acps 	10	1	17
875	FREX lade  4 1	FREX lade 	4	1	13
876	lade frex bepe  1 0	lade frex bepe 	1	0	20
877	piab fasy frex  9 2	piab fasy frex 	9	2	328
878	ABAL fasy  7 1	ABAL fasy 	7	1	37
879	lade frex  10 1	lade frex 	10	1	112
880	PISY  8 1	PISY 	8	1	419
881	piab abal  10 1	piab abal 	10	1	34
882	FASY frex  10 1	FASY frex 	10	1	11
883	piab  10 0	piab 	10	0	48
884	frex  2 0	frex 	2	0	44
885	FASY piab  9 0	FASY piab 	9	0	96
886	frex  9 1	frex 	9	1	38
887	lade fasy frex  3 0	lade fasy frex 	3	0	13
888	pisy fasy  10 1	pisy fasy 	10	1	47
889	LADE frex  10 1	LADE frex 	10	1	52
890	piab frex  11 1	piab frex 	11	1	119
891	piab pisy  10 1	piab pisy 	10	1	57
892	piab pisy fasy  10 1	piab pisy fasy 	10	1	85
893	piab fasy frex  3 0	piab fasy frex 	3	0	31
894	PIAB lade  1 0	PIAB lade 	1	0	30
895	mix 7 0	mix	7	0	9
896	frex  6 0	frex 	6	0	17
897	piab fasy  12 1	piab fasy 	12	1	279
898	LADE piab  1 0	LADE piab 	1	0	18
899	FREX  9 1	FREX 	9	1	66
900	LADE piab  10 1	LADE piab 	10	1	330
901	fasy frex  8 2	fasy frex 	8	2	188
902	piab  3 0	piab 	3	0	122
903	BEPE piab  3 0	BEPE piab 	3	0	26
904	FREX piab  5 0	FREX piab 	5	0	49
905	piab fasy acps  9 2	piab fasy acps 	9	2	87
906	abal lade fasy  10 2	abal lade fasy 	10	2	37
907	piab lade  11 1	piab lade 	11	1	224
908	PIAB bepe  9 1	PIAB bepe 	9	1	50
909	piab bepe  10 1	piab bepe 	10	1	98
910	piab fasy  3 0	piab fasy 	3	0	72
911	piab lade frex  5 0	piab lade frex 	5	0	22
912	piab acps  9 1	piab acps 	9	1	29
913	bepe  3 0	bepe 	3	0	20
914	PIAB frex  8 2	PIAB frex 	8	2	87
915	ABAL fasy  8 1	ABAL fasy 	8	1	23
916	piab  11 2	piab 	11	2	1366
917	piab fasy frex  7 2	piab fasy frex 	7	2	71
918	frex  4 0	frex 	4	0	108
919	piab  4 0	piab 	4	0	195
920	LADE piab  8 2	LADE piab 	8	2	139
921	FREX piab  5 1	FREX piab 	5	1	38
922	FREX piab  9 1	FREX piab 	9	1	82
923	FREX piab  4 1	FREX piab 	4	1	44
924	lade fasy bepe  9 1	lade fasy bepe 	9	1	24
925	piab lade fasy  2 0	piab lade fasy 	2	0	11
926	piab frex bepe  10 1	piab frex bepe 	10	1	20
927	piab acps  9 2	piab acps 	9	2	40
928	FREX lade  7 1	FREX lade 	7	1	13
929	piab frex  5 1	piab frex 	5	1	215
930	abal lade fasy  8 2	abal lade fasy 	8	2	301
931	piab lade frex  11 1	piab lade frex 	11	1	9
932	piab frex bepe  4 0	piab frex bepe 	4	0	10
933	SACA  1 0	SACA 	1	0	20
934	piab frex  4 1	piab frex 	4	1	76
935	frex  4 1	frex 	4	1	33
936	piab frex  3 1	piab frex 	3	1	16
937	FASY abal  9 2	FASY abal 	9	2	2939
938	piab abal  11 2	piab abal 	11	2	544
939	PIAB lade  2 0	PIAB lade 	2	0	12
940	piab lade frex  7 1	piab lade frex 	7	1	41
941	lade frex  5 1	lade frex 	5	1	23
942	piab  4 1	piab 	4	1	42
943	FASY  11 1	FASY 	11	1	250
944	piab fasy frex  4 1	piab fasy frex 	4	1	27
945	piab frex  9 2	piab frex 	9	2	177
946	ABAL  8 1	ABAL 	8	1	50
947	FASY piab  11 2	FASY piab 	11	2	84701
948	PISY lade  7 1	PISY lade 	7	1	24
949	piab lade frex  5 1	piab lade frex 	5	1	21
950	FASY pisy  6 1	FASY pisy 	6	1	14
951	piab frex  10 2	piab frex 	10	2	305
952	LADE bepe  8 1	LADE bepe 	8	1	16
953	fasy  3 0	fasy 	3	0	20
954	fasy frex  10 2	fasy frex 	10	2	40
955	LADE piab  4 0	LADE piab 	4	0	15
956	piab  5 1	piab 	5	1	142
957	piab bepe  4 1	piab bepe 	4	1	21
958	FASY abal  9 1	FASY abal 	9	1	102
959	fasy frex  4 1	fasy frex 	4	1	67
960	piab fasy frex  11 2	piab fasy frex 	11	2	34
961	PIAB lade  3 0	PIAB lade 	3	0	11
962	PIAB lade  11 1	PIAB lade 	11	1	44
963	piab lade frex  6 1	piab lade frex 	6	1	20
964	PIAB lade  5 0	PIAB lade 	5	0	25
965	PIAB frex  9 2	PIAB frex 	9	2	130
966	fasy  11 2	fasy 	11	2	519
967	piab lade fasy  4 0	piab lade fasy 	4	0	12
968	lade fasy frex  9 2	lade fasy frex 	9	2	97
969	piab frex  11 2	piab frex 	11	2	167
970	piab frex alin  6 1	piab frex alin 	6	1	12
971	frex  5 1	frex 	5	1	49
972	fasy frex  9 2	fasy frex 	9	2	237
973	piab fasy frex  10 2	piab fasy frex 	10	2	156
974	piab lade frex  9 2	piab lade frex 	9	2	64
975	PIAB bepe  10 1	PIAB bepe 	10	1	25
976	ACPS  7 2	ACPS 	7	2	17
977	pisy  9 1	pisy 	9	1	96
978	lade pisy fasy  8 2	lade pisy fasy 	8	2	51
979	piab lade bepe  10 1	piab lade bepe 	10	1	29
980	PIAB lade  11 2	PIAB lade 	11	2	1072
981	frex  6 1	frex 	6	1	28
982	piab  12 2	piab 	12	2	293
983	LADE piab  9 2	LADE piab 	9	2	151
984	pisy  8 2	pisy 	8	2	185
985	piab frex  6 2	piab frex 	6	2	111
986	PISY fasy  7 2	PISY fasy 	7	2	20
987	PIAB fasy  3 0	PIAB fasy 	3	0	19
988	piab lade fasy  11 2	piab lade fasy 	11	2	328
989	abal fasy  11 1	abal fasy 	11	1	15
990	PIAB lade  4 0	PIAB lade 	4	0	14
991	piab frex  5 2	piab frex 	5	2	34
992	PISY  4 2	PISY 	4	2	21
993	PIAB frex  11 2	PIAB frex 	11	2	134
994	piab lade frex  11 2	piab lade frex 	11	2	22
995	piab fasy frex  6 2	piab fasy frex 	6	2	42
996	piab lade fasy frex  9 2	piab lade fasy frex 	9	2	17
997	FASY frex  8 2	FASY frex 	8	2	41
998	pisy fasy  10 2	pisy fasy 	10	2	198
999	piab lade  11 2	piab lade 	11	2	1559
1000	fasy  5 2	fasy 	5	2	65
1001	FASY pisy  9 1	FASY pisy 	9	1	17
1002	lade fasy frex  8 2	lade fasy frex 	8	2	65
1003	piab fasy bepe  10 1	piab fasy bepe 	10	1	19
1004	PIAB acps  8 1	PIAB acps 	8	1	20
1005	piab bepe  9 2	piab bepe 	9	2	16
1006	FREX  10 1	FREX 	10	1	15
1007	lade frex  9 2	lade frex 	9	2	55
1008	PIAB bepe  10 2	PIAB bepe 	10	2	21
1009	lade fasy frex  10 2	lade fasy frex 	10	2	34
1010	PIAB frex  6 2	PIAB frex 	6	2	24
1011	piab pisy fasy  10 2	piab pisy fasy 	10	2	1684
1012	lade frex  7 2	lade frex 	7	2	12
1013	piab lade frex  8 2	piab lade frex 	8	2	19
1014	acps  8 1	acps 	8	1	16
1015	FASY  11 2	FASY 	11	2	110339
1016	fasy  4 2	fasy 	4	2	11
1017	FASY pisy  8 2	FASY pisy 	8	2	478
1018	FASY piab  11 1	FASY piab 	11	1	189
1019	PISY piab  8 2	PISY piab 	8	2	47
1020	piab abal fasy  11 2	piab abal fasy 	11	2	1619
1021	LADE  8 2	LADE 	8	2	178
1022	lade  8 2	lade 	8	2	121
1023	piab lade frex  10 2	piab lade frex 	10	2	107
1024	piab fasy  12 2	piab fasy 	12	2	48012
1025	fasy acps  10 2	fasy acps 	10	2	71
1026	PISY piab  9 2	PISY piab 	9	2	14
1027	FREX piab  10 1	FREX piab 	10	1	47
1028	piab bepe  11 1	piab bepe 	11	1	17
1029	PIAB  12 2	PIAB 	12	2	97162
1030	FREX piab  6 0	FREX piab 	6	0	40
1031	PISY  8 2	PISY 	8	2	144
1032	LADE  10 2	LADE 	10	2	59
1033	lade frex  8 2	lade frex 	8	2	41
1034	PIAB abal  9 1	PIAB abal 	9	1	55
1035	PISY piab  9 1	PISY piab 	9	1	26
1036	FASY pisy  9 2	FASY pisy 	9	2	274
1037	lade  9 2	lade 	9	2	181
1038	piab acps  10 2	piab acps 	10	2	26
1039	LADE piab  10 2	LADE piab 	10	2	152
1040	lade frex  10 2	lade frex 	10	2	33
1041	FASY acps  10 2	FASY acps 	10	2	20
1042	PIAB frex  6 0	PIAB frex 	6	0	40
1043	FREX fasy  4 1	FREX fasy 	4	1	22
1044	piab abal lade fasy  9 2	piab abal lade fasy 	9	2	46
1045	piab lade  12 2	piab lade 	12	2	81
1046	PISY  9 1	PISY 	9	1	40
1047	pisy  9 2	pisy 	9	2	74
1048	piab abal lade  10 2	piab abal lade 	10	2	36
1049	fasy frex  5 2	fasy frex 	5	2	73
1050	FASY frex  9 2	FASY frex 	9	2	37
1051	lade  10 2	lade 	10	2	113
1052	FREX piab  6 1	FREX piab 	6	1	31
1053	LADE piab  11 1	LADE piab 	11	1	11
1054	FASY abal  10 2	FASY abal 	10	2	1836
1055	piab lade fasy frex  10 2	piab lade fasy frex 	10	2	35
1056	FASY  11 0	FASY 	11	0	30
1057	lade  11 2	lade 	11	2	14
1058	abal frex  9 1	abal frex 	9	1	15
1059	fasy frex  7 2	fasy frex 	7	2	43
1060	FREX  4 2	FREX 	4	2	10
1061	frex  9 2	frex 	9	2	10
1062	PIAB fasy  12 2	PIAB fasy 	12	2	27115
1063	LADE  9 2	LADE 	9	2	135
1064	PIAB acps  10 2	PIAB acps 	10	2	9
1065	fasy frex  4 2	fasy frex 	4	2	33
1066	PIAB  12 1	PIAB 	12	1	2127
1067	ABAL fasy  8 2	ABAL fasy 	8	2	27
1068	PIAB lade  12 2	PIAB lade 	12	2	60
1069	PIAB abal  11 2	PIAB abal 	11	2	232
1070	FASY  12 2	FASY 	12	2	8569
1071	PISY  9 2	PISY 	9	2	33
1072	abal fasy  11 2	abal fasy 	11	2	357
1073	lade fasy  11 2	lade fasy 	11	2	32
1074	lade pisy fasy  9 2	lade pisy fasy 	9	2	27
1075	FASY frex  5 2	FASY frex 	5	2	21
1076	lade pisy  9 2	lade pisy 	9	2	133
1077	PISY fasy  8 2	PISY fasy 	8	2	23
1078	abal  10 2	abal 	10	2	19
1079	lade  7 2	lade 	7	2	32
1080	FASY  4 2	FASY 	4	2	1543
1081	piab fasy acps  10 2	piab fasy acps 	10	2	51
1082	piab lade fasy  12 2	piab lade fasy 	12	2	22
1083	PIAB pisy  10 2	PIAB pisy 	10	2	464
1084	FASY frex  6 2	FASY frex 	6	2	19
1085	LADE piab  11 2	LADE piab 	11	2	16
1086	piab abal  12 2	piab abal 	12	2	99
1087	piab lade pisy fasy  8 2	piab lade pisy fasy 	8	2	20
1088	FASY pisy  10 2	FASY pisy 	10	2	16
1089	fasy frex  6 2	fasy frex 	6	2	50
1090	FASY abal  11 2	FASY abal 	11	2	444
1091	PIAB  13 2	PIAB 	13	2	15689
1092	PIAB  13 1	PIAB 	13	1	335
1093	piab pisy  11 2	piab pisy 	11	2	97
1094	piab pisy fasy  11 2	piab pisy fasy 	11	2	13
1095	PIAB pisy  11 2	PIAB pisy 	11	2	28
1096	PIAB fasy  12 1	PIAB fasy 	12	1	203
1097	FASY pisy  7 2	FASY pisy 	7	2	47
1098	piab abal fasy  12 2	piab abal fasy 	12	2	397
1099	PIAB abal  12 2	PIAB abal 	12	2	48
1100	PIAB fasy  13 2	PIAB fasy 	13	2	2548
1101	piab abal fasy  11 1	piab abal fasy 	11	1	25
1102	FASY piab  12 2	FASY piab 	12	2	8590
1103	piab fasy  13 1	piab fasy 	13	1	28
1104	piab fasy  13 2	piab fasy 	13	2	786
1105	FASY qupe  5 1	FASY qupe 	5	1	8
1106	FASY qupe  5 2	FASY qupe 	5	2	23
1107	fasy  12 2	fasy 	12	2	45
1108	FASY abal  10 1	FASY abal 	10	1	35
1109	FASY qupe  6 2	FASY qupe 	6	2	54
1110	PIAB  12 0	PIAB 	12	0	22
1111	FASY abal  11 1	FASY abal 	11	1	14
1112	FASY piab  4 2	FASY piab 	4	2	267
1113	FASY piab  13 2	FASY piab 	13	2	90
1114	piab abal fasy  12 1	piab abal fasy 	12	1	29
1115	FASY  13 2	FASY 	13	2	49
1116	PIAB fasy  13 1	PIAB fasy 	13	1	15
1117	FASY  12 1	FASY 	12	1	28
1118	FASY piab  12 1	FASY piab 	12	1	25
1119	abal fasy  12 2	abal fasy 	12	2	11
1120	FASY qupe  8 1	FASY qupe 	8	1	24
1121	FASY qupe  8 2	FASY qupe 	8	2	920
1122	fasy qupe  8 1	fasy qupe 	8	1	140
1123	fasy qupe  8 2	fasy qupe 	8	2	2060
1124	FASY qupe  9 2	FASY qupe 	9	2	2363
1125	FASY qupe  9 1	FASY qupe 	9	1	37
1126	FASY qupe  7 1	FASY qupe 	7	1	29
1127	fasy qupe  7 1	fasy qupe 	7	1	95
1128	piab abal  12 1	piab abal 	12	1	11
1129	piab  13 2	piab 	13	2	33
1130	FASY abal  12 2	FASY abal 	12	2	60
1131	PISY  3 2	PISY 	3	2	7
1132	piab abal lade fasy  7 2	piab abal lade fasy 	7	2	19
1133	FREX piab  9 0	FREX piab 	9	0	7
1134	fasy  2 0	fasy 	2	0	20
1135	lade  2 0	lade 	2	0	28
1136	lade  3 0	lade 	3	0	18
1137	lade  4 0	lade 	4	0	16
1138	ACPS fasy  7 2	ACPS fasy 	7	2	15
1139	piab bepe  10 2	piab bepe 	10	2	22
1140	FASY acps  9 2	FASY acps 	9	2	27
1141	FASY abal  5 2	FASY abal 	5	2	13
1142	PIAB pisy  10 1	PIAB pisy 	10	1	9
1143	PIAB abal  10 1	PIAB abal 	10	1	12
1144	PIAB  14 2	PIAB 	14	2	19
1145	ABAL fasy  9 2	ABAL fasy 	9	2	12
1146	FASY qupe  7 2	FASY qupe 	7	2	259
1147	bepe  8 1	bepe 	8	1	10
1148	FASY  3 2	FASY 	3	2	90
1149	fasy qupe  5 1	fasy qupe 	5	1	7
1150	piab lade pisy fasy  9 2	piab lade pisy fasy 	9	2	20
1151	FREX piab  11 1	FREX piab 	11	1	11
1152	PISY fasy  9 2	PISY fasy 	9	2	11
1153	fasy qupe  9 2	fasy qupe 	9	2	10406
1154	fasy qupe  5 2	fasy qupe 	5	2	27
1155	fasy qupe  7 2	fasy qupe 	7	2	304
1156	fasy qupe  10 2	fasy qupe 	10	2	4645
1157	FASY qupe  6 1	FASY qupe 	6	1	5
1158	FASY piab  3 1	FASY piab 	3	1	8
1159	fasy qupe  6 2	fasy qupe 	6	2	40
1160	fasy qupe  6 1	fasy qupe 	6	1	22
1161	FASY qupe  10 2	FASY qupe 	10	2	374
1162	fasy qupe  9 1	fasy qupe 	9	1	250
1163	piab abal fasy  13 2	piab abal fasy 	13	2	27
1164	FASY quro  9 2	FASY quro 	9	2	17
1165	piab fasy pini  6 1	piab fasy pini 	6	1	15
1166	piab fasy pini  6 2	piab fasy pini 	6	2	20
1167	piab fasy qupe  9 2	piab fasy qupe 	9	2	12793
1168	FASY quro  8 1	FASY quro 	8	1	7
1169	FASY quro  8 2	FASY quro 	8	2	43
1170	piab fasy qupe  10 2	piab fasy qupe 	10	2	6976
1171	PIAB fasy  14 2	PIAB fasy 	14	2	3
1172	piab fasy  14 2	piab fasy 	14	2	4
1173	fasy pini  6 1	fasy pini 	6	1	12
1174	fasy pini  6 2	fasy pini 	6	2	70
1175	FASY pini  6 2	FASY pini 	6	2	89
1176	FASY pini  5 2	FASY pini 	5	2	11
1177	piab fasy qupe  7 1	piab fasy qupe 	7	1	25
1178	piab fasy qupe  7 2	piab fasy qupe 	7	2	35
1179	piab qupe  9 1	piab qupe 	9	1	189
1180	piab fasy  3 1	piab fasy 	3	1	29
1181	piab fasy qupe  8 2	piab fasy qupe 	8	2	1369
1182	piab fasy qupe  11 1	piab fasy qupe 	11	1	8
1183	FASY pini  7 2	FASY pini 	7	2	51
1184	piab fasy qupe  11 2	piab fasy qupe 	11	2	278
1185	fasy pini  7 2	fasy pini 	7	2	417
1186	fasy quro  9 2	fasy quro 	9	2	13
1187	piab fasy quro  10 1	piab fasy quro 	10	1	4
1188	FASY qupe  11 2	FASY qupe 	11	2	2
1189	piab fasy qupe  10 1	piab fasy qupe 	10	1	74
1190	FASY pini  6 1	FASY pini 	6	1	3
1191	abal fasy qupe  8 2	abal fasy qupe 	8	2	2
1192	fasy qupe  11 2	fasy qupe 	11	2	57
1193	piab fasy pini  5 1	piab fasy pini 	5	1	40
1194	piab qupe  10 1	piab qupe 	10	1	23
1195	fasy pini  5 1	fasy pini 	5	1	4
1196	fasy qupe  10 1	fasy qupe 	10	1	103
1197	piab qupe  5 1	piab qupe 	5	1	
1198	piab qupe  6 1	piab qupe 	6	1	1
1199	piab qupe  10 2	piab qupe 	10	2	645
1200	piab fasy pini  5 2	piab fasy pini 	5	2	4
1201	piab qupe  7 1	piab qupe 	7	1	26
1202	fasy qupe  11 1	fasy qupe 	11	1	
1203	piab qupe  7 2	piab qupe 	7	2	27
1204	piab qupe  8 2	piab qupe 	8	2	800
1205	fasy pini  5 2	fasy pini 	5	2	38
1206	piab fasy qupe  6 1	piab fasy qupe 	6	1	9
1207	piab qupe  9 2	piab qupe 	9	2	822
1208	QUPE piab  10 2	QUPE piab 	10	2	3
1209	piab fasy qupe  8 1	piab fasy qupe 	8	1	163
1210	piab qupe  11 1	piab qupe 	11	1	34
1211	fasy quro  8 1	fasy quro 	8	1	4
1212	QUPE fasy  8 2	QUPE fasy 	8	2	5
1213	piab fasy qupe  9 1	piab fasy qupe 	9	1	296
1214	piab qupe  11 2	piab qupe 	11	2	5814
1215	PIAB qupe  11 1	PIAB qupe 	11	1	1
1216	PIAB qupe  11 2	PIAB qupe 	11	2	566
1217	fasy quro  9 1	fasy quro 	9	1	9
1218	piab fasy quro  12 2	piab fasy quro 	12	2	1
1219	fasy quro  6 2	fasy quro 	6	2	4
1220	QUPE  8 1	QUPE 	8	1	12
1221	PIAB qupe  10 1	PIAB qupe 	10	1	9
1222	piab qupe  8 1	piab qupe 	8	1	204
1223	piab fasy qupe  12 2	piab fasy qupe 	12	2	9
1224	piab quro  9 2	piab quro 	9	2	6
1225	piab fasy pini  7 1	piab fasy pini 	7	1	19
1226	QUPE  8 2	QUPE 	8	2	24
1227	piab fasy pini  7 2	piab fasy pini 	7	2	100
1228	QUPE  9 1	QUPE 	9	1	33
1229	piab fasy pini  8 1	piab fasy pini 	8	1	28
1230	fasy quro qupe  9 2	fasy quro qupe 	9	2	3
1231	fasy qupe pini  7 2	fasy qupe pini 	7	2	43
1232	QUPE  9 2	QUPE 	9	2	52
1233	qupe  9 1	qupe 	9	1	
1234	quro qupe  9 2	quro qupe 	9	2	10
1235	quro qupe  8 2	quro qupe 	8	2	7
1236	fasy quro qupe  8 2	fasy quro qupe 	8	2	2
1237	FASY qupe  10 1	FASY qupe 	10	1	11
1238	piab qupe  12 2	piab qupe 	12	2	151
1239	QUPE  11 1	QUPE 	11	1	4
1240	QUPE  10 1	QUPE 	10	1	19
1241	QUPE  10 2	QUPE 	10	2	41
1242	PIAB qupe  10 2	PIAB qupe 	10	2	192
1243	qupe  9 2	qupe 	9	2	75
1244	FASY pini  8 2	FASY pini 	8	2	43
1245	fasy pini  8 1	fasy pini 	8	1	6
1246	QUPE  6 1	QUPE 	6	1	4
1247	piab fasy quro  9 2	piab fasy quro 	9	2	8
1248	piab quro qupe  9 2	piab quro qupe 	9	2	4
1249	QUPE fasy  9 2	QUPE fasy 	9	2	10
1250	fasy quro  8 2	fasy quro 	8	2	8
1251	fasy pini  8 2	fasy pini 	8	2	174
1252	fasy pini  9 1	fasy pini 	9	1	3
1253	fasy pini  9 2	fasy pini 	9	2	87
1254	piab fasy pini  9 2	piab fasy pini 	9	2	225
1255	piab quro qupe  9 1	piab quro qupe 	9	1	
1256	fasy pini  7 1	fasy pini 	7	1	20
1257	piab quro qupe  8 1	piab quro qupe 	8	1	1
1258	piab quro qupe  8 2	piab quro qupe 	8	2	18
1259	quro qupe  8 1	quro qupe 	8	1	5
1260	piab fasy quro qupe  10 2	piab fasy quro qupe 	10	2	
1261	piab quro qupe  10 2	piab quro qupe 	10	2	6
1262	fasy quro qupe  7 2	fasy quro qupe 	7	2	1
1263	QUPE fasy  7 2	QUPE fasy 	7	2	6
1264	piab fasy quro  10 2	piab fasy quro 	10	2	10
1265	PINI fasy  6 2	PINI fasy 	6	2	14
1266	QUPE  5 2	QUPE 	5	2	7
1267	FASY pini  5 1	FASY pini 	5	1	2
1268	QUPE piab  7 1	QUPE piab 	7	1	
1269	QUPE piab  7 2	QUPE piab 	7	2	
1270	QUPE piab  8 2	QUPE piab 	8	2	22
1271	FASY quro  9 1	FASY quro 	9	1	4
1272	QUPE  7 2	QUPE 	7	2	
1273	QUPE  7 1	QUPE 	7	1	3
1274	PIAB qupe  8 1	PIAB qupe 	8	1	22
1275	PIAB qupe  9 1	PIAB qupe 	9	1	26
1276	PIAB qupe  9 2	PIAB qupe 	9	2	95
1277	FASY quro  7 2	FASY quro 	7	2	16
1278	abal fasy qupe  9 2	abal fasy qupe 	9	2	5
1279	FASY quro  10 2	FASY quro 	10	2	9
1280	fasy pini  10 2	fasy pini 	10	2	4
1281	quro qupe  6 1	quro qupe 	6	1	6
1282	QUPE quro  7 2	QUPE quro 	7	2	
1283	fasy quro  10 2	fasy quro 	10	2	11
1284	piab fasy quro  9 1	piab fasy quro 	9	1	3
1285	piab fasy quro  8 2	piab fasy quro 	8	2	1
1286	piab quro qupe  10 1	piab quro qupe 	10	1	1
1287	fasy quro  10 1	fasy quro 	10	1	4
1288	QUPE  6 2	QUPE 	6	2	23
1289	qupe  6 2	qupe 	6	2	1
1290	piab fasy pini  9 1	piab fasy pini 	9	1	30
1291	qupe  7 2	qupe 	7	2	1
1292	quro qupe  10 2	quro qupe 	10	2	7
1293	QUPE pini  7 2	QUPE pini 	7	2	
1294	piab quro  8 2	piab quro 	8	2	11
1295	qupe pini  7 2	qupe pini 	7	2	10
1296	qupe pini  6 2	qupe pini 	6	2	47
1297	piab quro  8 1	piab quro 	8	1	3
1298	qupe  10 2	qupe 	10	2	16
1299	qupe  8 2	qupe 	8	2	22
1300	quro qupe  6 2	quro qupe 	6	2	21
1301	piab fasy quro  11 2	piab fasy quro 	11	2	
1302	fasy qupe  12 2	fasy qupe 	12	2	4
1303	piab quro  10 2	piab quro 	10	2	9
1304	quro qupe  11 2	quro qupe 	11	2	3
1305	piab fasy qupe  12 1	piab fasy qupe 	12	1	
1306	piab quro qupe  11 2	piab quro qupe 	11	2	5
1307	fasy quro qupe  11 2	fasy quro qupe 	11	2	
1308	QURO  10 2	QURO 	10	2	13
1309	piab qupe  12 1	piab qupe 	12	1	4
1310	piab quro qupe  12 2	piab quro qupe 	12	2	
1311	fasy qupe  13 2	fasy qupe 	13	2	
1312	PIAB qupe  12 2	PIAB qupe 	12	2	89
1313	QUPE quro  9 2	QUPE quro 	9	2	7
1314	piab qupe  13 2	piab qupe 	13	2	2
1315	PIAB qupe  13 2	PIAB qupe 	13	2	25
1316	piab quro  12 2	piab quro 	12	2	1
1317	QUPE quro  10 2	QUPE quro 	10	2	7
1318	piab fasy qupe  13 2	piab fasy qupe 	13	2	
1319	quro qupe  7 2	quro qupe 	7	2	8
1320	QUPE piab  11 2	QUPE piab 	11	2	28
1321	piab pini  8 1	piab pini 	8	1	104
1322	qupe  11 2	qupe 	11	2	4
1323	quro qupe  7 1	quro qupe 	7	1	1
1324	piab pini  8 2	piab pini 	8	2	2407
1325	piab quro  11 2	piab quro 	11	2	20
1326	piab quro qupe  13 2	piab quro qupe 	13	2	
1327	qupe  13 2	qupe 	13	2	
1328	qupe  12 2	qupe 	12	2	
1329	fasy quro qupe  10 2	fasy quro qupe 	10	2	4
1330	QUPE  12 2	QUPE 	12	2	5
1331	QUPE  11 2	QUPE 	11	2	7
1332	qupe pini  8 2	qupe pini 	8	2	12
1333	QUPE piab  8 1	QUPE piab 	8	1	3
1334	QUPE  13 2	QUPE 	13	2	3
1335	piab qupe pini  6 2	piab qupe pini 	6	2	3
