id,model.climate.tableName,model.site.soilDepth,model.site.availableNitrogen
1,1,11.28,56.1868257906444
2,1,10.26,53.8530685938734
3,1,35.5,55.4886797156303
4,1,17.47,53.6104064817217
5,1,19.16,50.7411059401981
6,1,18.82,51.6794245096462
7,1,33.98,52.0539285402781
8,1,32.97,52.0539285402781
9,1,33.48,56.578824507721
10,1,18.8,53.0951780291205
11,1,19.31,53.0951780291205
12,1,15.95,52.7863620530372
13,2,20.34,53.0951780291205
14,1,34.15,51.6794245096462
15,1,33.64,56.578824507721
16,1,19.5,53.0951780291205
17,1,19.14,53.0951780291205
18,1,18.46,53.0951780291205
19,1,18.97,53.0951780291205
20,1,19.48,53.0951780291205
21,1,19.48,54.799100610978
22,1,20.66,55.8359815176989
23,1,19.99,53.0951780291205
24,1,18.97,53.0951780291205
25,2,18.46,53.0951780291205
26,2,17.47,53.0951780291205
27,3,19.99,56.5401865330557
28,1,18.46,53.8530685938734
29,1,18.63,53.0951780291205
30,1,20.66,53.0951780291205
31,1,19.14,53.0951780291205
32,1,19.48,53.0951780291205
33,1,24.12,52.3992944029271
34,1,23.96,56.578824507721
35,1,23.96,56.0567302113976
36,1,19.48,53.0951780291205
37,1,19.65,53.0951780291205
38,1,19.82,53.0951780291205
39,2,19.14,53.0951780291205
40,2,19.31,53.0951780291205
41,2,21.17,55.8359815176989
42,4,34.83,53.7909094147293
43,5,33.81,55.982982154631
44,5,33.81,53.7556060256031
45,5,19.65,54.6588763556874
46,5,18.63,54.6588763556874
47,3,18.97,54.6588763556874
48,6,17.45,56.5401865330557
49,1,19.65,56.1868257906444
50,1,18.13,56.1868257906444
51,1,18.46,56.1868257906444
52,1,23.62,51.8938380367709
53,3,24.29,51.3720605569956
54,3,23.62,51.8938380367709
55,3,23.45,51.6794245096462
56,3,23.11,56.5401865330557
57,1,19.14,56.5401865330557
58,1,19.31,56.5401865330557
59,1,18.97,56.1868257906444
60,2,18.63,53.0951780291205
61,2,17.96,53.0951780291205
62,2,16.62,59.0483297579334
63,7,37.87,58.5742430178787
64,7,36.01,58.5742430178787
65,7,37.87,58.5742430178787
66,8,34.83,48.968890488635
67,8,34.15,51.9255706602624
68,4,19.14,59.0483297579334
69,5,17.96,52.3992944029271
70,5,19.65,52.7863620530372
71,5,17.45,54.6588763556874
72,5,18.8,54.6588763556874
73,3,17.45,54.6588763556874
74,1,17.28,53.8530685938734
75,1,18.46,56.1868257906444
76,1,18.29,56.5401865330557
77,3,18.63,56.5401865330557
78,9,23.96,55.1617222441812
79,9,22.94,54.6588763556874
80,9,23.45,52.7701700519289
81,9,23.11,54.6588763556874
82,9,11.79,54.6588763556874
83,9,12.29,54.6588763556874
84,3,11.95,54.6588763556874
85,1,11.95,54.799100610978
86,2,18.13,53.0951780291205
87,2,17.79,53.0951780291205
88,2,23.03,53.118412877158
89,2,10.94,53.0951780291205
90,10,12.8,53.6104064817217
91,10,12.97,53.6104064817217
92,10,12.29,53.6104064817217
93,10,11.11,53.6104064817217
94,10,10.94,53.6104064817217
95,10,13.14,51.0625020454319
96,10,11.95,56.578824507721
97,10,13.81,51.0625020454319
98,7,13.81,55.4886797156303
99,7,11.11,55.8359815176989
100,7,8.38,55.8359815176989
101,7,22.43,55.8359815176989
102,8,11.45,55.8359815176989
103,8,10.94,52.3992944029271
104,4,10.94,52.3992944029271
105,5,10.94,52.3992944029271
106,5,11.62,54.6588763556874
107,5,10.77,54.6588763556874
108,3,10.94,56.1868257906444
109,3,11.95,56.1868257906444
110,3,13.81,56.5401865330557
111,3,10.94,56.5401865330557
112,3,11.95,56.1868257906444
113,9,23.28,54.6588763556874
114,9,11.45,53.6443420546826
115,9,33.14,53.7569233402584
116,9,34.15,51.0315313443816
117,9,34.66,52.8365179843771
118,9,34.32,52.8365179843771
119,9,33.14,53.7556060256031
120,9,33.14,54.078320033655
121,3,12.97,54.6588763556874
122,2,11.79,56.5401865330557
123,2,11.11,53.0951780291205
124,2,15.61,53.6104064817217
125,2,18.65,56.578824507721
126,10,20.15,53.6104064817217
127,10,12.12,53.6104064817217
128,10,12.29,53.6104064817217
129,10,11.62,53.6104064817217
130,10,11.79,53.6104064817217
131,10,22.94,53.6104064817217
132,10,10.94,56.578824507721
133,10,11.28,56.578824507721
134,10,12.12,56.578824507721
135,10,11.79,56.578824507721
136,10,16.86,52.622749122271
137,11,14.49,55.4886797156303
138,11,11.28,55.4886797156303
139,7,9.93,55.4886797156303
140,7,9.05,55.8359815176989
141,7,11.11,55.8359815176989
142,8,22.27,55.8359815176989
143,8,11.28,55.8359815176989
144,4,11.28,59.0483297579334
145,4,10.77,59.0483297579334
146,5,11.45,54.6588763556874
147,5,10.94,54.6588763556874
148,3,11.45,56.1868257906444
149,3,18.65,53.6104064817217
150,3,11.62,53.0951780291205
151,3,11.28,53.8530685938734
152,3,11.95,53.8530685938734
153,5,11.62,54.6588763556874
154,9,10.94,54.6588763556874
155,9,11.28,52.7863620530372
156,9,11.62,52.7863620530372
157,9,11.79,52.7863620530372
158,9,10.94,54.1765463147387
159,9,33.31,51.4298483492978
160,9,34.83,53.7556060256031
161,3,34.66,55.1617222441812
162,3,23.45,54.3868371447743
163,1,33.14,51.6794245096462
164,2,11.11,53.0951780291205
165,2,11.95,53.0951780291205
166,10,18.46,53.6104064817217
167,10,19.48,53.6104064817217
168,10,19.14,53.6104064817217
169,10,19.31,53.6104064817217
170,10,19.14,56.578824507721
171,10,23.28,56.578824507721
172,10,23.11,56.578824507721
173,10,18.46,51.0625020454319
174,10,18.63,51.0625020454319
175,11,17.96,56.578824507721
176,11,17.79,56.578824507721
177,11,17.62,55.4886797156303
178,7,18.46,55.4886797156303
179,7,8.55,55.4886797156303
180,8,19.14,55.8359815176989
181,8,17.74,55.8359815176989
182,8,23.45,51.5879736722327
183,4,10.6,59.0483297579334
184,9,11.62,52.3992944029271
185,9,11.62,54.6588763556874
186,5,11.62,54.6588763556874
187,3,12.29,54.6588763556874
188,3,17.47,56.5401865330557
189,3,10.94,53.0951780291205
190,3,12.29,53.0951780291205
191,3,22.94,56.5401865330557
192,5,22.6,56.1868257906444
193,5,22.77,54.6588763556874
194,4,23.28,54.6588763556874
195,4,18.63,52.7863620530372
196,8,18.29,52.7863620530372
197,8,20.32,59.0483297579334
198,4,11.62,52.7863620530372
199,5,11.11,52.7863620530372
200,5,11.11,57.4241585696632
201,5,33.14,53.3570194789666
202,3,32.46,51.6794245096462
203,1,33.48,55.4886797156303
204,1,24.12,55.4886797156303
205,10,20.32,56.578824507721
206,10,19.14,56.578824507721
207,10,20.15,56.578824507721
208,11,19.14,51.0625020454319
209,11,18.97,55.4886797156303
210,11,14.09,55.4886797156303
211,11,22.94,55.4886797156303
212,11,18.97,55.4886797156303
213,11,18.97,55.4886797156303
214,11,13.26,56.578824507721
215,11,18.13,56.578824507721
216,7,13.26,55.4886797156303
217,7,9.39,55.4886797156303
218,8,13.6,55.8359815176989
219,8,19.65,52.3992944029271
220,8,18.29,59.0483297579334
221,4,18.13,59.0483297579334
222,9,18.97,54.6588763556874
223,9,19.14,54.6588763556874
224,3,19.99,54.6588763556874
225,3,15.78,52.0539285402781
226,3,22.77,56.1868257906444
227,3,16.79,51.6794245096462
228,3,19.48,56.1868257906444
229,3,18.8,56.5401865330557
230,9,23.28,56.5401865330557
231,9,19.31,54.6588763556874
232,4,18.63,54.6588763556874
233,4,18.8,52.7863620530372
234,8,18.46,52.3992944029271
235,8,18.8,55.8359815176989
236,8,18.46,55.8359815176989
237,4,17.11,52.7863620530372
238,5,12.25,52.7863620530372
239,5,23.11,54.6588763556874
240,3,21.93,54.6588763556874
241,1,33.64,51.6794245096462
242,1,17.47,53.6104064817217
243,11,19.99,56.578824507721
244,11,18.29,56.578824507721
245,11,21.68,54.3762779080457
246,11,14.95,55.4886797156303
247,7,15.61,55.4886797156303
248,7,18.29,55.8359815176989
249,12,23.28,55.8359815176989
250,7,23.11,55.8359815176989
251,7,18.97,55.8359815176989
252,7,18.07,55.8359815176989
253,7,18.29,55.8359815176989
254,12,20.32,55.8359815176989
255,8,17.74,55.8359815176989
256,8,21,48.968890488635
257,8,18.63,59.0483297579334
258,4,18.97,59.0483297579334
259,5,17.28,54.6588763556874
260,5,18.63,56.1868257906444
261,3,24.8,56.1868257906444
262,3,26.32,53.8530685938734
263,3,18.29,54.799100610978
264,3,17.96,53.8530685938734
265,3,19.14,56.1868257906444
266,3,18.65,51.3720605569956
267,9,18.29,54.6588763556874
268,9,18.46,54.6588763556874
269,4,19.31,54.6588763556874
270,8,19.31,52.3992944029271
271,8,18.97,55.8359815176989
272,8,18.29,55.8359815176989
273,8,19.82,55.4886797156303
274,8,18.13,55.8359815176989
275,4,16.61,59.0483297579334
276,5,18.63,52.7863620530372
277,5,17.62,54.6588763556874
278,3,18.63,56.5401865330557
279,1,9.93,56.1868257906444
280,1,25.14,56.1868257906444
281,11,19.14,55.4886797156303
282,11,20.32,55.4886797156303
283,7,19.65,55.4886797156303
284,7,20.32,55.8359815176989
285,12,19.14,55.8359815176989
286,12,19.48,55.8359815176989
287,8,19.31,55.8359815176989
288,8,19.14,55.8359815176989
289,8,18.8,55.8359815176989
290,8,19.65,55.8359815176989
291,8,17.62,55.8359815176989
292,8,20.66,51.4393536630978
293,8,18.8,59.0483297579334
294,8,18.97,59.0483297579334
295,4,18.97,52.3992944029271
296,4,17.62,54.6588763556874
297,5,18.63,54.6588763556874
298,3,18.8,56.1868257906444
299,3,19.65,56.1868257906444
300,3,18.46,56.1868257906444
301,3,18.63,56.5401865330557
302,3,19.14,56.5401865330557
303,3,18.29,56.5401865330557
304,3,19.14,53.8530685938734
305,9,22.6,54.6588763556874
306,4,18.8,54.6588763556874
307,8,18.63,52.3992944029271
308,8,17.96,55.8359815176989
309,8,18.46,55.8359815176989
310,7,18.63,55.4886797156303
311,7,22.86,51.0624726698388
312,8,16.77,55.8359815176989
313,4,16.27,59.0483297579334
314,5,17.96,54.6588763556874
315,5,18.63,54.6588763556874
316,3,17.79,56.1868257906444
317,1,22.27,56.5401865330557
318,1,14.76,55.8359815176989
319,11,19.65,55.4886797156303
320,11,19.14,55.4886797156303
321,7,19.65,55.4886797156303
322,7,20.83,54.3306798504011
323,12,20.15,55.8359815176989
324,8,19.65,55.8359815176989
325,8,19.14,55.8359815176989
326,8,18.8,55.8359815176989
327,8,17.11,55.8359815176989
328,8,18.63,55.8359815176989
329,8,18.46,55.8359815176989
330,8,17.96,55.8359815176989
331,8,18.46,55.8359815176989
332,8,19.65,59.0483297579334
333,4,17.96,59.0483297579334
334,4,17.45,59.0483297579334
335,5,18.13,54.6588763556874
336,5,18.29,56.5401865330557
337,3,18.99,56.1868257906444
338,3,19.31,56.1868257906444
339,3,19.99,56.1868257906444
340,9,19.82,54.6588763556874
341,9,18.46,54.6588763556874
342,9,17.62,54.6588763556874
343,9,18.29,53.8530685938734
344,9,19.99,54.6588763556874
345,4,21.25,54.6588763556874
346,8,17.62,52.3992944029271
347,8,17.45,52.7863620530372
348,12,17.79,55.4886797156303
349,7,18.29,55.4886797156303
350,7,21.68,55.4886797156303
351,8,19.14,55.4886797156303
352,4,16.44,52.3992944029271
353,5,18.46,52.7863620530372
354,5,18.29,54.6588763556874
355,3,19.14,54.6588763556874
356,1,18.29,56.5401865330557
357,1,22.43,53.0951780291205
358,1,23.79,53.0951780291205
359,3,12.8,56.1868257906444
360,3,11.45,56.5401865330557
361,7,17.79,55.4886797156303
362,7,18.97,55.4886797156303
363,7,18.8,55.4886797156303
364,7,18.97,55.4886797156303
365,7,21,54.6191148207825
366,8,20.66,51.9255706602624
367,8,24.12,51.9255706602624
368,8,25.65,52.3992944029271
369,8,20.15,52.3992944029271
370,4,19.48,59.0483297579334
371,4,20.83,54.6370546385302
372,4,19.99,52.3992944029271
373,4,19.31,59.0483297579334
374,4,17.96,59.0483297579334
375,4,19.48,52.3992944029271
376,4,19.48,54.6588763556874
377,5,18.63,54.6588763556874
378,5,18.29,54.6588763556874
379,5,20.32,56.1868257906444
380,3,19.31,56.1868257906444
381,3,18.97,56.1868257906444
382,9,19.48,56.1868257906444
383,9,19.99,54.6588763556874
384,4,19.48,54.6588763556874
385,4,18.8,54.6588763556874
386,4,17.96,56.1868257906444
387,4,17.96,54.6588763556874
388,4,18.97,54.6588763556874
389,8,16.44,59.0483297579334
390,8,18.13,52.3992944029271
391,12,17.79,55.4886797156303
392,7,18.29,55.4886797156303
393,7,23.2,54.1648635276047
394,7,21.34,53.2199882685322
395,8,16.94,55.8359815176989
396,4,18.13,52.3992944029271
397,5,18.8,54.6588763556874
398,5,18.63,54.6588763556874
399,3,17.45,56.5401865330557
400,3,17.62,56.5401865330557
401,3,18.29,53.0951780291205
402,3,19.14,53.0951780291205
403,3,19.14,53.0951780291205
404,3,15.27,53.8530685938734
405,7,19.82,55.8359815176989
406,7,18.46,55.4886797156303
407,7,18.97,55.4886797156303
408,7,18.63,55.4886797156303
409,7,19.82,55.8359815176989
410,8,19.99,55.8359815176989
411,8,19.82,55.8359815176989
412,8,23.53,54.6484534524181
413,8,18.29,52.7863620530372
414,4,17.79,59.0483297579334
415,4,17.79,54.6588763556874
416,4,19.31,54.6588763556874
417,4,18.97,54.6588763556874
418,5,20.66,54.6588763556874
419,5,19.99,54.6588763556874
420,5,20.15,54.6588763556874
421,5,19.31,54.6588763556874
422,5,18.97,54.6588763556874
423,5,15.61,51.6794245096462
424,5,18.97,54.799100610978
425,3,18.63,53.8530685938734
426,9,21.17,55.2445361768934
427,4,19.31,54.6588763556874
428,4,20.66,50.3886763051844
429,8,20.15,52.7863620530372
430,8,20.15,52.7863620530372
431,4,17.96,54.6588763556874
432,4,18.46,54.6588763556874
433,4,17.96,54.6588763556874
434,8,20.58,54.6588763556874
435,8,17.28,52.7863620530372
436,12,18.97,55.4886797156303
437,7,19.82,55.4886797156303
438,7,22.52,53.954088247461
439,7,23.2,54.1648635276047
440,8,17.62,55.8359815176989
441,4,18.46,52.3992944029271
442,5,18.29,54.6588763556874
443,5,18.97,54.6588763556874
444,5,17.79,56.5401865330557
445,3,18.63,56.1868257906444
446,3,19.14,53.0951780291205
447,3,18.46,53.0951780291205
448,3,18.8,53.0951780291205
449,3,18.63,56.1868257906444
450,3,16.12,56.5401865330557
451,7,19.65,55.4886797156303
452,7,19.31,55.4886797156303
453,7,19.31,55.4886797156303
454,7,18.29,55.8359815176989
455,8,19.48,55.8359815176989
456,8,19.48,55.8359815176989
457,8,19.82,55.8359815176989
458,8,18.63,55.8359815176989
459,8,18.63,52.7863620530372
460,8,18.8,59.0483297579334
461,4,18.8,59.0483297579334
462,4,19.31,52.7863620530372
463,4,20.15,54.6588763556874
464,5,19.65,54.6588763556874
465,5,21,50.7411059401981
466,5,20.32,53.8530685938734
467,5,20.66,56.0567302113976
468,5,19.33,54.799100610978
469,5,19.82,56.1868257906444
470,5,18.63,56.5401865330557
471,5,17.79,56.1868257906444
472,5,19.14,56.5401865330557
473,4,17.96,54.6588763556874
474,4,21.68,54.6588763556874
475,8,18.29,52.7863620530372
476,8,18.46,52.7863620530372
477,8,19.65,52.7863620530372
478,8,18.8,52.3992944029271
479,8,18.29,52.7863620530372
480,8,20.32,54.6588763556874
481,8,18.13,52.7863620530372
482,8,18.97,59.0483297579334
483,12,19.48,55.8359815176989
484,7,23.7,49.0897922612688
485,7,23.87,51.0624726698388
486,7,23.2,51.9667526891389
487,8,19.82,55.4886797156303
488,8,18.63,52.7863620530372
489,4,17.45,52.7863620530372
490,5,18.13,54.6588763556874
491,5,17.79,54.6588763556874
492,9,17.79,54.6588763556874
493,9,18.46,53.8530685938734
494,9,17.96,56.5401865330557
495,3,17.28,53.0951780291205
496,3,17.45,53.0951780291205
497,3,19.48,53.0951780291205
498,3,18.99,51.6794245096462
499,7,21.17,54.5195873427667
500,7,19.82,55.4886797156303
501,12,20.32,55.8359815176989
502,8,19.48,55.8359815176989
503,8,20.66,51.4298483492978
504,8,19.14,52.3992944029271
505,8,19.65,59.0483297579334
506,13,20.32,52.7863620530372
507,13,19.31,52.7863620530372
508,13,18.13,52.7863620530372
509,8,18.46,52.3992944029271
510,4,18.97,52.7863620530372
511,4,18.46,52.7863620530372
512,4,18.97,54.6588763556874
513,5,18.8,54.6588763556874
514,5,19.48,56.1868257906444
515,5,18.13,56.1868257906444
516,5,18.97,53.8530685938734
517,5,21.34,56.0567302113976
518,5,20.49,56.1868257906444
519,5,18.97,56.5401865330557
520,4,18.8,54.6588763556874
521,4,20.15,54.6588763556874
522,8,18.13,54.6588763556874
523,8,17.62,52.7863620530372
524,14,19.82,52.7863620530372
525,14,19.14,55.8359815176989
526,14,19.65,55.8359815176989
527,14,18.46,52.7863620530372
528,14,18.63,52.7863620530372
529,8,22.01,52.7863620530372
530,12,18.63,55.8359815176989
531,12,18.63,55.4886797156303
532,7,22.01,55.4886797156303
533,7,21.84,53.5662488130034
534,7,22.86,54.1648635276047
535,7,22.35,54.1648635276047
536,8,19.31,55.8359815176989
537,8,18.63,52.3992944029271
538,4,18.13,52.7863620530372
539,4,18.29,52.7863620530372
540,9,18.29,52.7863620530372
541,9,17.96,54.6588763556874
542,9,18.97,54.6588763556874
543,9,17.45,56.5401865330557
544,3,17.79,56.1868257906444
545,1,18.8,53.0951780291205
546,1,15.95,51.8264366731325
547,15,21.17,51.0624726698388
548,7,18.97,55.4886797156303
549,12,19.48,55.4886797156303
550,8,19.65,55.8359815176989
551,8,20.15,55.8359815176989
552,13,21,52.3992944029271
553,13,20.15,52.7863620530372
554,4,20.15,52.3992944029271
555,16,19.31,52.3992944029271
556,16,25.65,52.3992944029271
557,4,15.78,52.9849347475917
558,4,18.97,59.0483297579334
559,4,18.13,52.3992944029271
560,4,18.29,59.0483297579334
561,4,19.31,54.6588763556874
562,5,23.37,54.6588763556874
563,5,18.8,53.8530685938734
564,5,18.8,56.1868257906444
565,5,18.63,56.1868257906444
566,5,18.13,53.8530685938734
567,4,18.63,54.6588763556874
568,4,19.31,54.6588763556874
569,8,19.14,54.6588763556874
570,8,18.29,52.7863620530372
571,14,18.13,52.7863620530372
572,14,17.11,52.7863620530372
573,14,17.28,55.8359815176989
574,14,17.79,55.8359815176989
575,14,18.97,55.8359815176989
576,14,17.79,59.0483297579334
577,14,18.8,59.0483297579334
578,14,18.46,55.8359815176989
579,12,18.63,55.8359815176989
580,12,19.82,55.4886797156303
581,7,21.17,51.9667526891389
582,7,23.87,54.5195873427667
583,7,21.34,54.1648635276047
584,7,24.21,51.0624726698388
585,7,22.69,54.5195873427667
586,12,19.82,55.8359815176989
587,8,18.63,55.8359815176989
588,8,17.79,55.8359815176989
589,8,17.79,52.3992944029271
590,9,19.31,52.7863620530372
591,9,18.29,52.7863620530372
592,9,18.97,54.6588763556874
593,3,18.46,56.5401865330557
594,1,19.48,56.5401865330557
595,1,19.65,53.0951780291205
596,1,19.5,53.0951780291205
597,15,19.48,55.4886797156303
598,7,19.48,55.4886797156303
599,8,19.82,55.8359815176989
600,8,24.12,51.9255706602624
601,13,19.65,52.7863620530372
602,13,19.48,52.3992944029271
603,13,19.48,52.3992944029271
604,16,19.48,59.0483297579334
605,16,19.14,54.6588763556874
606,16,19.48,54.6588763556874
607,16,18.8,54.6588763556874
608,16,23.28,54.6588763556874
609,4,19.99,59.0483297579334
610,4,18.46,54.6588763556874
611,4,21.17,54.3868371447743
612,4,15.27,51.8938380367709
613,4,18.97,54.799100610978
614,4,19.31,56.1868257906444
615,4,19.82,56.1868257906444
616,4,18.13,56.1868257906444
617,4,18.97,54.6588763556874
618,8,19.99,54.6588763556874
619,8,18.63,54.6588763556874
620,12,18.8,52.7863620530372
621,15,19.14,52.3992944029271
622,15,19.31,52.7863620530372
623,15,17.62,55.8359815176989
624,11,18.63,55.8359815176989
625,15,18.13,55.8359815176989
626,15,18.8,52.3992944029271
627,15,19.99,52.7863620530372
628,15,20.32,55.8359815176989
629,12,19.31,55.8359815176989
630,12,20.32,55.4886797156303
631,7,22.69,53.2199882685322
632,7,23.03,53.5662488130034
633,7,24.21,53.2199882685322
634,7,24.21,53.5662488130034
635,7,23.37,50.9102403441756
636,7,23.87,50.2645844687426
637,7,22.69,52.3063906448653
638,8,19.65,55.4886797156303
639,8,17.79,55.8359815176989
640,9,17.28,52.7863620530372
641,9,16.61,52.7863620530372
642,3,17.45,54.6588763556874
643,1,17.28,54.6588763556874
644,1,17.96,56.5401865330557
645,1,15.95,52.7863620530372
646,1,19.83,56.578824507721
647,15,21.84,55.4886797156303
648,7,19.14,55.4886797156303
649,8,19.48,55.8359815176989
650,8,24.12,53.3899092886213
651,13,19.14,52.3992944029271
652,13,18.97,52.7863620530372
653,13,19.48,52.7863620530372
654,13,20.32,52.7863620530372
655,16,18.8,54.6588763556874
656,16,17.96,54.6588763556874
657,16,21.34,54.6588763556874
658,16,18.46,54.6588763556874
659,4,17.96,54.6588763556874
660,4,19.48,53.8530685938734
661,4,18.8,56.1868257906444
662,4,24.38,56.1868257906444
663,4,19.65,56.1868257906444
664,4,18.97,54.6588763556874
665,4,18.46,54.6588763556874
666,4,17.96,54.6588763556874
667,8,18.8,54.6588763556874
668,8,17.79,54.6588763556874
669,12,18.29,52.7863620530372
670,15,17.96,55.8359815176989
671,11,18.63,55.8359815176989
672,10,19.48,55.8359815176989
673,10,20.32,55.8359815176989
674,10,21.68,52.3063906448653
675,10,20.49,55.8359815176989
676,10,19.82,55.8359815176989
677,10,20.49,55.8359815176989
678,11,22.86,51.4393536630978
679,11,22.69,54.6191148207825
680,7,23.53,53.954088247461
681,7,23.87,52.622749122271
682,7,22.69,50.953529650013
683,7,22.35,50.2645844687426
684,7,22.86,55.6999134251186
685,7,23.37,52.622749122271
686,7,21.84,51.0624726698388
687,7,20.32,55.4886797156303
688,8,16.94,55.4886797156303
689,8,17.79,55.8359815176989
690,9,18.97,52.7863620530372
691,5,19.31,59.0483297579334
692,3,16.77,54.6588763556874
693,1,17.11,54.6588763556874
694,1,16.29,52.0539285402781
695,1,24.29,55.8359815176989
696,15,20.15,55.4886797156303
697,7,19.14,55.8359815176989
698,8,19.14,55.8359815176989
699,8,18.97,55.8359815176989
700,13,19.48,55.8359815176989
701,13,19.31,55.8359815176989
702,13,20.83,53.3705319150322
703,13,18.8,55.8359815176989
704,16,18.63,52.7863620530372
705,16,18.46,54.6588763556874
706,16,18.63,54.6588763556874
707,16,19.14,54.6588763556874
708,4,20.49,54.6588763556874
709,4,18.97,54.6588763556874
710,4,18.46,56.1868257906444
711,4,19.65,53.8530685938734
712,4,19.48,54.6588763556874
713,8,19.48,54.6588763556874
714,8,18.46,52.7863620530372
715,8,18.63,54.6588763556874
716,8,18.13,54.6588763556874
717,8,22.35,54.6588763556874
718,12,19.14,52.3992944029271
719,15,16.94,55.8359815176989
720,10,18.29,55.4886797156303
721,10,19.65,55.4886797156303
722,10,21.17,55.4886797156303
723,10,21.51,55.4886797156303
724,10,21.51,53.954088247461
725,10,22.01,49.0897922612688
726,10,21.68,49.0897922612688
727,10,21.34,54.1648635276047
728,11,24.55,54.1648635276047
729,11,24.38,51.9667526891389
730,7,23.37,54.5195873427667
731,7,22.52,54.1648635276047
732,7,21.68,51.0624726698388
733,7,19.82,55.4886797156303
734,7,17.45,55.4886797156303
735,7,17.79,55.4886797156303
736,7,18.63,55.4886797156303
737,8,17.45,55.4886797156303
738,4,17.62,55.8359815176989
739,5,19.31,52.7863620530372
740,3,19.31,54.6588763556874
741,1,18.8,54.6588763556874
742,1,17.28,56.1868257906444
743,1,21.51,51.6794245096462
744,7,21.17,53.8509026945465
745,7,19.99,55.8359815176989
746,17,18.97,55.4886797156303
747,17,19.82,55.4886797156303
748,17,19.48,55.4886797156303
749,13,17.79,55.8359815176989
750,13,19.31,55.8359815176989
751,16,19.14,52.7863620530372
752,16,18.97,54.6588763556874
753,16,18.13,52.3992944029271
754,16,21.34,51.5879736722327
755,13,18.13,59.0483297579334
756,4,19.48,54.6588763556874
757,4,18.63,56.1868257906444
758,4,18.63,56.5401865330557
759,4,19.65,54.6588763556874
760,8,19.82,54.6588763556874
761,8,18.8,52.3992944029271
762,8,21.34,54.6370546385302
763,8,18.29,54.6588763556874
764,8,18.97,54.6588763556874
765,12,19.48,59.0483297579334
766,15,18.29,55.8359815176989
767,10,18.8,55.8359815176989
768,10,17.96,55.4886797156303
769,10,19.48,55.4886797156303
770,10,19.31,55.4886797156303
771,10,22.35,54.1648635276047
772,10,23.7,51.0624726698388
773,10,23.37,53.5662488130034
774,10,21.51,50.9102403441756
775,11,22.01,49.0897922612688
776,11,20.15,55.4886797156303
777,7,17.62,55.4886797156303
778,7,16.61,55.4886797156303
779,7,17.79,55.4886797156303
780,7,17.45,55.4886797156303
781,7,17.96,55.4886797156303
782,7,18.29,55.4886797156303
783,12,18.97,55.4886797156303
784,8,19.48,55.8359815176989
785,9,18.29,52.7863620530372
786,5,20.49,54.6588763556874
787,3,18.8,54.6588763556874
788,1,18.8,53.8530685938734
789,1,15.93,53.8530685938734
790,7,19.82,55.8359815176989
791,7,20.66,51.9255706602624
792,7,22.35,50.2645844687426
793,17,19.48,55.4886797156303
794,17,21,53.954088247461
795,13,19.14,55.8359815176989
796,13,23.96,53.6747337879321
797,16,21.34,52.7863620530372
798,16,18.8,54.6588763556874
799,16,19.31,59.0483297579334
800,13,20.32,59.0483297579334
801,13,17.96,52.3992944029271
802,4,19.99,54.6588763556874
803,4,18.97,56.5401865330557
804,4,17.96,54.799100610978
805,4,19.48,54.6588763556874
806,8,20.15,54.6588763556874
807,8,18.63,52.7863620530372
808,8,20.15,59.0483297579334
809,8,18.97,52.7863620530372
810,8,18.46,59.0483297579334
811,12,19.99,52.7863620530372
812,15,18.8,52.3992944029271
813,15,20.49,55.8359815176989
814,10,18.8,55.4886797156303
815,10,20.49,55.4886797156303
816,10,20.15,55.4886797156303
817,10,21.51,54.3762779080457
818,10,17.62,55.4886797156303
819,10,17.79,55.4886797156303
820,10,17.96,55.4886797156303
821,11,19.14,55.4886797156303
822,7,19.14,55.4886797156303
823,7,18.29,55.4886797156303
824,7,18.29,55.4886797156303
825,7,18.13,55.4886797156303
826,7,18.29,55.4886797156303
827,12,18.46,55.8359815176989
828,8,18.97,55.8359815176989
829,8,19.82,55.8359815176989
830,4,18.29,52.3992944029271
831,5,19.14,52.3992944029271
832,3,20.32,54.6588763556874
833,1,19.14,54.6588763556874
834,1,17.11,56.5401865330557
835,1,19.83,56.0567302113976
836,7,18.97,55.4886797156303
837,7,20.83,52.622749122271
838,17,19.48,55.4886797156303
839,17,20.15,55.8359815176989
840,13,22.27,55.8359815176989
841,13,25.65,53.4143097256292
842,13,18.97,59.0483297579334
843,13,18.63,52.7863620530372
844,13,19.65,52.7863620530372
845,13,19.14,52.7863620530372
846,4,17.79,52.7863620530372
847,4,19.31,54.6588763556874
848,4,18.29,56.1868257906444
849,4,19.14,56.1868257906444
850,4,21.51,54.6588763556874
851,8,21.84,54.6588763556874
852,8,18.46,52.3992944029271
853,12,18.29,59.0483297579334
854,12,21.51,52.7863620530372
855,12,18.97,59.0483297579334
856,12,18.63,52.3992944029271
857,15,19.48,52.3992944029271
858,15,17.62,55.8359815176989
859,10,18.29,55.4886797156303
860,10,20.49,55.4886797156303
861,10,21.51,50.953529650013
862,10,19.48,51.0625020454319
863,10,17.96,55.4886797156303
864,10,17.79,55.4886797156303
865,11,18.29,55.8359815176989
866,12,18.13,55.8359815176989
867,12,18.29,55.8359815176989
868,12,18.8,55.8359815176989
869,8,19.14,55.8359815176989
870,8,17.96,55.8359815176989
871,8,17.96,59.0483297579334
872,8,18.13,52.3992944029271
873,8,18.46,52.3992944029271
874,4,19.31,52.3992944029271
875,16,19.31,52.3992944029271
876,5,18.13,52.7863620530372
