year,x,y,max_size,windspeed,winddirection
1,503027.812716261,4762553.92809347,5513,28.322243578732,241.92994333338
1,551627.812716261,4900653.92809347,138451,21.7765031848103,188.431358181406
1,520227.812716261,4906953.92809347,742,23.2141760410741,200.296124343295
1,454027.812716261,4931353.92809347,6793,29.3051958689466,222.073009845335
1,538227.812716261,4974353.92809347,15195,21.9686487037688,251.873827069066
1,558127.812716261,5011953.92809347,33209,12.0917849242687,233.915999676101
1,497027.812716261,4796153.92809347,1076,22.6670651789755,210.360138772521
1,552027.812716261,4838553.92809347,3726,27.7214487455785,223.858572479803
1,542827.812716261,4869053.92809347,1036,18.2537008589134,227.08816025639
1,565227.812716261,4943553.92809347,99556,21.2967611989006,224.238465938251
2,554427.812716261,4955453.92809347,5255,28.076101038605,253.622179774102
2,477927.812716261,4747653.92809347,481,11.7069244617596,243.671699333936
3,539027.812716261,4842453.92809347,6583,15.6913315271959,259.84597009141
3,544027.812716261,4763553.92809347,4818,10.7346383156255,254.005297247786
3,416427.812716261,4928653.92809347,1040,21.6521698888391,232.934407149442
4,590427.812716261,5007653.92809347,1324,14.8837368376553,255.565948316362
5,489527.812716261,4785553.92809347,3550,13.6218030471355,263.190427073278
5,532527.812716261,4840753.92809347,2112,19.4232064532116,237.917261815164
6,494127.812716261,4905853.92809347,598,23.0684979259968,204.067856865004
6,499427.812716261,5020753.92809347,964,26.3507448788732,221.818336006254
7,548127.812716261,4915353.92809347,1799,21.0771359503269,210.10849126149
7,590427.812716261,5039353.92809347,12058,18.2475903257728,227.950834468938
7,615927.812716261,5012053.92809347,5576,21.8219950981438,215.690482752398
7,477427.812716261,5027053.92809347,22524,28.2303031114861,240.851304985117
7,498527.812716261,4826653.92809347,1203,26.6922498447821,234.156228729989
8,543327.812716261,4800053.92809347,4814,19.0311888372526,223.527718079276
9,485327.812716261,4744453.92809347,2487,18.2220044638962,225.388157428242
9,492827.812716261,4702453.92809347,1056,16.7167234281078,229.452152622398
10,541727.812716261,4739353.92809347,826,19.98472367879,198.023483867291
10,505227.812716261,4758753.92809347,4478,29.8893520189449,263.486295933835
12,469327.812716261,4834253.92809347,1163,23.1241850182414,256.329964280594
12,555027.812716261,4862953.92809347,4978,25.955967628397,211.566942622885
12,475027.812716261,4886753.92809347,2415,26.1490292754024,237.77590504149
12,546627.812716261,5012853.92809347,3036,18.9964406657964,249.290241517592
12,566827.812716261,5042053.92809347,870,27.5480401096866,217.698814601172
13,473627.812716261,4835253.92809347,1671,26.5234870137647,196.084909967612
13,543127.812716261,4828553.92809347,1075,22.87857436575,216.238663180266
13,546027.812716261,4804553.92809347,1032,22.8144860453904,194.639261187986
13,575527.812716261,4811153.92809347,801,18.556060786359,188.749141632579
13,510427.812716261,4881253.92809347,619,14.0243634395301,222.791694863699
13,506927.812716261,4951853.92809347,7866,18.4788569621742,201.32290123729
14,478527.812716261,4741653.92809347,3045,23.6384693998843,192.918431740254
14,535327.812716261,4802953.92809347,441,23.170985430479,219.872016012669
14,468427.812716261,4847953.92809347,639,23.0654397513717,180.138572095893
14,506327.812716261,4880053.92809347,459,10.6694897217676,250.14431260759
15,584227.812716261,5048053.92809347,1988,12.9456442734227,201.449708032887
