year,x,y,max_size,windspeed,winddirection
1,492627.812716261,4869453.92809347,469,22.7984033199027,249.344677221961
2,507627.812716261,4797353.92809347,740,13.0548265343532,205.112669561058
2,541527.812716261,4797053.92809347,568,12.4683095421642,266.998321744613
2,473027.812716261,4894453.92809347,1006,20.9010076662526,189.489127602428
2,405227.812716261,4956253.92809347,1589,24.9114389158785,257.528515246231
2,475627.812716261,4780953.92809347,887,19.5909417094663,261.902852039784
2,513327.812716261,4797553.92809347,138105,16.3035647524521,258.538940199651
2,543327.812716261,4822553.92809347,3676,16.2246870296076,193.439796385355
2,486127.812716261,4918453.92809347,408,14.6650622179732,235.702880322933
2,431427.812716261,4958953.92809347,4341,26.8905961839482,227.024512337521
2,518027.812716261,4779253.92809347,3426,24.7238283976912,189.747556492221
3,490827.812716261,4705553.92809347,414,10.5949404789135,187.464572747704
3,472227.812716261,4826753.92809347,1027,23.4898887714371,261.045138740446
3,504527.812716261,4844553.92809347,1186,23.3615781133994,220.383786584716
3,422227.812716261,5047653.92809347,2337,19.1603628359735,236.537462712731
4,564427.812716261,4855953.92809347,756,11.5039200894535,227.119670449756
4,569627.812716261,4975853.92809347,1688,15.767088602297,193.279550657608
5,498827.812716261,4809553.92809347,995,12.561232871376,254.20853340067
5,542727.812716261,4809853.92809347,2070,11.2902443902567,201.564261910971
5,474027.812716261,4836753.92809347,2684,20.1199207128957,247.530086631887
5,477727.812716261,4975653.92809347,2589,14.463087907061,182.659411600325
5,477527.812716261,4997953.92809347,4243,22.6759028853849,192.662868078332
5,543827.812716261,4867553.92809347,17546,18.7118705129251,252.144480838906
5,567627.812716261,4890253.92809347,607,26.7711342219263,229.329562950879
5,503927.812716261,4904253.92809347,419,18.0138976592571,246.933971000835
5,601627.812716261,4998353.92809347,2000,28.7288742233068,180.821501780301
5,468527.812716261,4711953.92809347,516,13.3561834460124,182.320331053343
5,473427.812716261,4766753.92809347,8248,23.0588386766613,212.287448358256
5,547827.812716261,4856653.92809347,521,21.5529293660074,188.806407968514
6,533027.812716261,4898953.92809347,996,20.0078173400834,213.453138701152
6,501227.812716261,4804453.92809347,7799,14.1180391144007,234.113004135434
7,400427.812716261,4954553.92809347,798,15.988663546741,219.357270388864
7,499027.812716261,4812553.92809347,1334,23.1722584459931,255.716772743035
7,565927.812716261,4787153.92809347,2273,21.6269207792357,247.096404384356
7,628027.812716261,5007053.92809347,489,28.2759743835777,217.528335910756
7,538127.812716261,5027153.92809347,682,12.5908450549468,222.445986368693
8,525727.812716261,4787053.92809347,596,13.7149469833821,235.988956207875
8,480927.812716261,4790353.92809347,1108,25.5327019747347,180.292573033366
8,538127.812716261,4988753.92809347,399,26.0323885688558,264.729215204716
