year,x,y,max_size,windspeed,winddirection
1,506327.812716261,4825853.92809347,2849,16.6289926180616,180.966113016475
2,527427.812716261,4948853.92809347,453,24.1524812066928,239.015738221351
2,537927.812716261,4711253.92809347,426,15.6155174737796,236.127383967396
2,531927.812716261,4818153.92809347,1826,17.64005205594,183.055447032675
2,466127.812716261,4924453.92809347,5226,28.5003428068012,224.795729687903
3,461727.812716261,4727353.92809347,16158,27.0722300093621,229.387516267598
3,524727.812716261,4853753.92809347,24343,16.0440969886258,222.392952998634
4,497027.812716261,4787153.92809347,642,23.0145977018401,260.581109079067
5,565527.812716261,4884253.92809347,544,24.7327557625249,250.067102706525
5,496027.812716261,4905953.92809347,537,15.73817437049,212.420373649802
5,529627.812716261,4942453.92809347,60105,16.5314535191283,256.567434053868
5,523127.812716261,4776253.92809347,2060,19.9661481520161,218.171193874441
5,569727.812716261,4893853.92809347,389,18.5222068848088,194.800954197999
5,470227.812716261,4926153.92809347,2244,16.3658942980692,256.606904352084
5,547227.812716261,4812053.92809347,509,16.2394814006984,211.185625435319
5,505427.812716261,4856553.92809347,1213,24.1251280484721,210.061830945779
5,586527.812716261,4893153.92809347,24776,11.0879225609824,181.560786960181
6,575127.812716261,5050853.92809347,2304,26.0057012038305,221.671587405726
6,513727.812716261,4765753.92809347,1482,21.6466771578416,236.60672820406
6,503427.812716261,4815653.92809347,632,17.1405103104189,205.191116589122
7,475127.812716261,4887953.92809347,5931,23.9843277493492,226.487972675823
7,508227.812716261,4827853.92809347,702,19.2628522170708,206.85107242316
8,517327.812716261,4845253.92809347,10558,22.692133099772,259.107683091424
8,485827.812716261,4910853.92809347,7510,18.0396931432188,193.366119477432
8,543227.812716261,5042753.92809347,393,23.2124661048874,189.507168580312
9,523827.812716261,4780953.92809347,1192,23.9123977022246,205.461058798246
9,463027.812716261,4829653.92809347,729,12.1638354891911,215.779113059398
9,580527.812716261,5034753.92809347,442,17.8090394521132,269.430452780798
9,520527.812716261,5000153.92809347,18567,17.0424638455734,262.40446657408
9,484227.812716261,4770553.92809347,606,11.8672169465572,211.592629845254
10,502927.812716261,4800153.92809347,1869,12.8263572975993,203.8104184228
10,558227.812716261,4871653.92809347,7847,28.1715319724753,203.895398264285
10,433627.812716261,4929353.92809347,518,16.0410654451698,238.484562369995
10,555127.812716261,5038753.92809347,467,22.7686455100775,191.739698213059
10,551027.812716261,5040953.92809347,964,11.832138360478,225.471505564637
10,494627.812716261,4709353.92809347,4253,13.9539245143533,268.40721877059
