"stateId","key","targetId","p"
1500,0,1500,0.6
1500,0,1501,0.1
1500,0,1502,0.1
1500,0,1503,0.1
1500,0,1504,0.1
1501,0,1500,0.1
1501,0,1501,0.6
1501,0,1502,0.1
1501,0,1503,0.1
1501,0,1504,0.1
1502,0,1500,0.1
1502,0,1501,0.1
1502,0,1502,0.6
1502,0,1503,0.1
1502,0,1504,0.1
1503,0,1500,0.1
1503,0,1501,0.1
1503,0,1502,0.1
1503,0,1503,0.6
1503,0,1504,0.1
1504,0,1500,0.1
1504,0,1501,0.1
1504,0,1502,0.1
1504,0,1503,0.1
1504,0,1504,0.6
1504,0,266,0.5
