year,x,y,max_size,windspeed,winddirection
1,552627.812716261,4864853.92809347,697,19.784752689302,209.551770323887
1,510827.812716261,5080953.92809347,790,23.7184973387048,267.540685487911
1,535727.812716261,4785153.92809347,16438,17.0717798313126,265.779366733041
1,520027.812716261,4719553.92809347,6276,23.0187301430851,205.452090015169
1,467927.812716261,4749953.92809347,12809,18.6068218713626,204.623937404249
1,517727.812716261,4781453.92809347,9130,24.4184036692604,184.122703091707
1,554227.812716261,4820153.92809347,1086,24.6904950775206,231.272126364056
1,534027.812716261,4836953.92809347,15125,11.9511452270672,210.943818739615
1,501027.812716261,4890653.92809347,4101,19.3083535786718,252.605038024485
1,536627.812716261,4930653.92809347,34832,27.312113926746,228.168245048728
1,418127.812716261,5067153.92809347,1398,11.5576380025595,188.564641610719
2,551827.812716261,5047153.92809347,1032,29.2719007562846,222.657829520758
2,485027.812716261,4753953.92809347,3353,17.5743704708293,211.33982996922
2,637127.812716261,4739053.92809347,613,10.2448490727693,223.246288828086
3,543927.812716261,4866453.92809347,2587,13.5953724291176,234.627274023369
3,591527.812716261,4983953.92809347,782,24.4558689463884,225.995636510197
3,478927.812716261,4700253.92809347,775,27.863096408546,240.51724381512
3,592127.812716261,4991053.92809347,2649,18.2377279922366,220.98865195876
4,468527.812716261,4794053.92809347,1265,18.872205670923,257.490630007815
4,501527.812716261,4894853.92809347,3055,28.1063576741144,214.595583134796
4,423927.812716261,4928053.92809347,1889,24.0096871228889,183.44843928935
4,499527.812716261,4996853.92809347,1423,21.9386573554948,202.946625917684
4,608827.812716261,5008253.92809347,1127,11.9421345600858,253.726997254416
5,502527.812716261,4767253.92809347,2844,19.0679292334244,205.675695450045
5,510227.812716261,4768653.92809347,1259,22.8435183828697,240.615977332927
5,536927.812716261,4946653.92809347,914,25.7211511628702,238.484703185968
5,438727.812716261,4955853.92809347,1682,10.4704834194854,182.065658597276
5,496127.812716261,4815453.92809347,586,10.4287283308804,259.25252656918
5,524427.812716261,4815153.92809347,8704,24.1013083094731,243.946555266157
6,537427.812716261,5027653.92809347,588,24.0817085187882,195.516857136972
7,490127.812716261,4939753.92809347,631,12.5670734094456,195.932718159165
7,534127.812716261,4683053.92809347,755,11.5092073054984,185.927092276979
7,624227.812716261,4740653.92809347,515,22.7354182535782,222.115467956755
7,604927.812716261,4756153.92809347,66373,29.173465105705,201.277731182054
7,501727.812716261,4849353.92809347,3682,14.5865919161588,185.041480378713
7,556027.812716261,4907653.92809347,1840,19.683858146891,231.964545305818
7,542127.812716261,4989653.92809347,16206,14.5140963234007,248.392775428947
7,524727.812716261,4992653.92809347,727,18.3128125127405,268.907023421489
7,510127.812716261,4830253.92809347,848,14.1170818079263,264.58400424337
7,571627.812716261,4820453.92809347,539,18.1812712876126,225.242987642996
8,510527.812716261,4754853.92809347,51143,20.729269515723,240.630248612724
8,512127.812716261,4856653.92809347,791,18.2920700544491,220.702689962927
8,572527.812716261,4852353.92809347,24616,27.0848061190918,208.577938622329
8,509627.812716261,4753253.92809347,633,27.8876134008169,251.350560213905
9,579927.812716261,4962453.92809347,496,18.6536914948374,247.998199495487
10,555527.812716261,4777053.92809347,1393,17.8691349644214,195.267735973466
10,483627.812716261,4710953.92809347,1769,17.5028011808172,228.309202403761
10,483327.812716261,4813053.92809347,11941,18.0520331813022,250.812820431311
10,548027.812716261,4843053.92809347,2254,27.7326129516587,263.811506694183
10,571127.812716261,4951053.92809347,621,21.0325597040355,199.460211494006
11,486327.812716261,4790253.92809347,514,17.6979957614094,194.43957783049
11,478827.812716261,4798053.92809347,11292,19.0063462313265,226.899442397989
11,565627.812716261,5001453.92809347,2314,26.4793772855774,236.760941434186
12,550927.812716261,4786653.92809347,5593,28.686206350103,257.808870084118
12,532027.812716261,4838253.92809347,2400,26.5123713435605,262.611920773052
12,566227.812716261,4865753.92809347,700,26.6211852803826,254.95757128112
12,575127.812716261,4877553.92809347,485,23.5240538371727,203.277948761825
12,669827.812716261,4713853.92809347,32659,16.5632484387606,238.566430073697
12,658827.812716261,4721153.92809347,1433,11.4650081563741,233.549487297423
12,549927.812716261,4888453.92809347,1035,17.5825166748837,196.289708402473
12,489127.812716261,4918653.92809347,840,24.8380084848031,269.400234636851
12,470327.812716261,4928153.92809347,3383,12.6996652595699,220.426771834027
12,564427.812716261,4855253.92809347,960,20.5857958458364,187.112403984647
12,522227.812716261,4930553.92809347,1756,24.4204440200701,266.885067941621
12,486727.812716261,4987553.92809347,1299,12.2662074444816,256.802996629849
13,632127.812716261,4728353.92809347,76428,21.3489986769855,250.624201647006
13,635227.812716261,4732753.92809347,505,22.1518761990592,266.707369561773
13,606527.812716261,4757853.92809347,8689,17.3183190636337,253.915569267701
13,542327.812716261,4823053.92809347,40093,17.1439788816497,225.642802601214
13,469827.812716261,4786853.92809347,434,28.6816516006365,219.85163432546
13,491227.812716261,4872853.92809347,28157,11.5514834271744,258.730772689451
14,633827.812716261,4995053.92809347,707,18.9795863488689,197.037731653545
14,487927.812716261,4724653.92809347,1239,16.4079880854115,226.738770345692
14,503027.812716261,4857553.92809347,525,17.6109711127356,207.258610131685
14,608027.812716261,4765353.92809347,2505,11.2655862420797,196.012284129392
14,465627.812716261,4831353.92809347,527,26.0630902834237,211.013082596473
14,507427.812716261,4865553.92809347,2645,10.5845921020955,259.496573517099
14,496227.812716261,4892453.92809347,1065,16.1116410139948,219.277141909115
14,510827.812716261,4919853.92809347,7377,11.3673570286483,191.859054858796
14,419427.812716261,4918853.92809347,1680,11.8150187982246,256.077632114757
14,521927.812716261,5065053.92809347,457,26.1474292492494,246.534972167574
15,517427.812716261,4956553.92809347,2557,12.245131242089,256.390801433008
16,527427.812716261,4959753.92809347,3553,19.3762739095837,239.755279803649
16,511327.812716261,4705553.92809347,5429,20.6881297007203,221.556643769145
16,625427.812716261,4990753.92809347,1584,28.7924461998045,267.238996862434
16,671727.812716261,4712253.92809347,970,12.463404154405,242.483826975804
17,572827.812716261,4814553.92809347,26669,21.4363841153681,217.373789772391
17,563227.812716261,4873553.92809347,7084,12.7984312921762,201.822769255377
17,410827.812716261,4925053.92809347,526,22.3951122583821,261.208667114843
18,466827.812716261,4745053.92809347,4322,27.8451084904373,193.370814663358
18,518027.812716261,4781853.92809347,7409,22.9524838505313,226.575521759223
18,483227.812716261,4890053.92809347,1746,28.755031065084,268.895976282656
18,503327.812716261,4895253.92809347,2598,11.4670721860602,182.351796864532
18,476927.812716261,4957253.92809347,1397,21.5845821937546,188.21547604166
18,632227.812716261,4997753.92809347,586,22.5498451897874,228.105045352131
18,497527.812716261,5047453.92809347,1600,24.6321820421144,245.148221470881
18,477927.812716261,4731053.92809347,7696,19.5078013557941,219.053200946655
18,523827.812716261,4730753.92809347,1417,23.4107214538381,232.956853131764
18,521127.812716261,4846853.92809347,2114,21.0359728662297,220.635414503049
18,543827.812716261,4796653.92809347,10213,21.575651965104,191.878324351273
18,558627.812716261,4893853.92809347,23134,14.9095200002193,259.630491435528
18,591527.812716261,5038753.92809347,506,10.3144149994478,229.818834818434
19,561427.812716261,4844853.92809347,2438,18.8565592980012,236.151664559729
19,538427.812716261,4890153.92809347,2651,16.7589447507635,189.291080832481
19,605327.812716261,5016553.92809347,443,13.5462185554206,268.654905287549
19,571027.812716261,5040853.92809347,469,14.9522592592984,255.971114805434
19,504627.812716261,4855053.92809347,765,12.3693093191832,210.302496696822
19,666627.812716261,4708453.92809347,414,18.8383047142997,269.06112793833
19,545027.812716261,4858653.92809347,11880,19.9272806569934,208.54858672712
19,564827.812716261,4860353.92809347,1148,12.9101022798568,236.19687929051
19,576627.812716261,4921553.92809347,1375,28.9001395041123,206.454190229997
20,507627.812716261,4821953.92809347,39286,11.430399925448,269.92498018546
20,537627.812716261,4817853.92809347,425,11.5712312608957,248.219173683319
20,563227.812716261,4882253.92809347,1831,29.4781548297033,242.683843576815
20,581527.812716261,4965453.92809347,12130,28.9033200545236,254.317449002992
20,556327.812716261,4992153.92809347,431,24.7016244567931,199.31467770366
20,550927.812716261,4859653.92809347,578,20.5064097046852,215.688506572042
20,569827.812716261,4904253.92809347,1193,26.1948708398268,197.997813702095
20,602127.812716261,5011253.92809347,6224,11.4681362407282,205.353764255997
20,615127.812716261,4751953.92809347,3489,22.2875816747546,203.045822745189
20,568327.812716261,4801453.92809347,923,14.0813579410315,258.664739071392
20,505927.812716261,4836453.92809347,4042,28.8192693935707,227.789199964609
20,560127.812716261,4963453.92809347,11903,12.1064792200923,252.23476986168
20,475727.812716261,4783653.92809347,8033,26.7478795396164,203.562367795967
20,549827.812716261,4787253.92809347,8867,23.8343514408916,216.462929213885
20,536227.812716261,4827853.92809347,687,21.7037317622453,213.909968915395
20,580927.812716261,4902153.92809347,21535,21.0875675315037,268.838800115045
20,550127.812716261,4965053.92809347,1051,11.3286268198863,237.507223470602
20,544627.812716261,5037253.92809347,1872,13.3599705575034,193.530902999919
21,601627.812716261,4763553.92809347,475,16.5444363607094,241.938445223495
21,473127.812716261,4774953.92809347,4676,20.9893511189148,197.010223609395
21,499327.812716261,4814653.92809347,2957,24.6117485361174,209.976919668261
21,533727.812716261,4811353.92809347,433,26.9930240139365,221.549716587178
21,551327.812716261,4830253.92809347,6199,15.4259586054832,226.516454906669
21,526327.812716261,4850253.92809347,2146,11.8851978564635,194.281871379353
21,517227.812716261,4845553.92809347,1789,17.9572885483503,238.30955323996
21,494827.812716261,4873453.92809347,557,24.765056995675,219.380279488396
21,501927.812716261,4866153.92809347,1237,11.6424015490338,229.7913292679
21,562327.812716261,4931353.92809347,428,18.6084072804078,261.090213095304
22,480127.812716261,4884853.92809347,138510,21.4857328962535,266.190257999115
22,468827.812716261,4948553.92809347,445,26.7349404050037,227.929820450954
22,479827.812716261,4819953.92809347,1200,16.5507331257686,229.470538515598
22,559527.812716261,4817753.92809347,662,20.401794211939,196.865008939058
22,539627.812716261,4834853.92809347,691,20.8932992303744,199.642240551766
22,471227.812716261,4886453.92809347,2283,25.3782057063654,222.358583905734
22,499927.812716261,4843753.92809347,3293,26.5253787860274,245.993362292647
22,532127.812716261,4862853.92809347,7287,11.7645154474303,193.358752015047
23,462527.812716261,4721653.92809347,1131,25.4141103802249,198.786107241176
23,536127.812716261,4880753.92809347,24283,26.1506473040208,228.724286947399
24,551227.812716261,4817253.92809347,5503,13.6594380624592,242.292692551855
25,508427.812716261,4848553.92809347,1380,17.8519391035661,264.955217821989
25,559227.812716261,5038453.92809347,4358,10.7943769358099,186.826755115762
26,488627.812716261,4883153.92809347,404,10.3121008118615,190.014464054257
26,583227.812716261,4943853.92809347,482,23.7195646576583,251.168675827794
26,542827.812716261,4690953.92809347,5759,25.6159914657474,220.741040061694
26,517127.812716261,4762953.92809347,688,28.6301600793377,214.171016898472
26,592027.812716261,4768253.92809347,4126,25.738100069575,225.718556314241
26,584727.812716261,4787353.92809347,24113,29.961301968433,253.503131917678
26,496627.812716261,4807653.92809347,13575,24.6781990211457,207.216756292619
26,514327.812716261,4829353.92809347,820,25.6466994807124,218.761202304158
26,532227.812716261,4838153.92809347,6951,26.6117513692006,257.642525725532
26,546827.812716261,4857853.92809347,395,21.586460089311,229.430470357183
26,565927.812716261,4870053.92809347,530,21.8537701480091,254.572609013412
26,463927.812716261,4964553.92809347,1410,21.250748843886,184.946784821805
26,582827.812716261,4800553.92809347,7969,15.2369842072949,254.43040417973
26,523427.812716261,4990853.92809347,1136,12.3483558511361,219.662970656063
27,496927.812716261,4834853.92809347,885,26.3458877801895,226.370821036398
27,548427.812716261,4955553.92809347,1146,23.9800160890445,192.21659644274
27,411727.812716261,5042453.92809347,794,27.5509217195213,229.192634755746
28,553427.812716261,4888753.92809347,578,18.5816549276933,183.602746669203
28,545027.812716261,4953253.92809347,4132,18.4796064719558,218.435933457222
29,509027.812716261,4763353.92809347,2412,24.5343408500776,195.386422611773
29,568427.812716261,4804453.92809347,51278,14.2721776850522,181.48224666249
29,556527.812716261,4849853.92809347,3617,14.6000316692516,247.555494087283
29,487527.812716261,4962153.92809347,561,29.0151323890314,213.734166857321
29,526627.812716261,4799453.92809347,2481,15.8197336737067,243.471216741018
29,461127.812716261,4942753.92809347,719,15.7253898866475,206.949499456678
29,532227.812716261,5013453.92809347,684,17.7656015940011,268.992181986105
30,490827.812716261,4816153.92809347,470,22.2274047415704,182.401491533965
30,566527.812716261,4907853.92809347,3781,23.5406188806519,203.27685196884
30,519527.812716261,4842653.92809347,517,17.9614421539009,191.725633589085
30,458027.812716261,4903553.92809347,611,23.2547753071412,224.506457825191
31,485827.812716261,4812353.92809347,874,29.2343839537352,247.98077249201
31,669927.812716261,4712353.92809347,1547,28.5174929816276,196.900412882678
31,531327.812716261,4764453.92809347,2110,11.4512931881472,192.90455235634
31,540127.812716261,4846553.92809347,570,16.9852734403685,240.703506236896
31,558327.812716261,4897053.92809347,544,27.4064063420519,190.217659408227
31,544127.812716261,4901053.92809347,105058,18.1204307172447,257.852841464337
31,524527.812716261,4909053.92809347,762,10.0704545341432,226.495164558291
31,574427.812716261,4944853.92809347,3296,11.4705696050078,241.474237656221
31,542427.812716261,5002053.92809347,1275,28.8370124623179,194.912004461512
31,430727.812716261,4954553.92809347,3793,10.3616887936369,217.310222592205
33,574627.812716261,5045853.92809347,599,21.6387560684234,208.051673665177
33,573427.812716261,4791553.92809347,1606,28.8792254868895,228.742311077658
33,574827.812716261,4993353.92809347,406,15.3365574916825,231.278526303358
33,577127.812716261,4789053.92809347,1639,26.7955851368606,196.357556304429
33,558027.812716261,4847353.92809347,726,22.6867466978729,254.331538416445
33,507827.812716261,4866953.92809347,1125,12.7553000114858,240.203221931588
33,482827.812716261,4925953.92809347,1621,27.80397657305,230.616280410904
34,522427.812716261,4922653.92809347,1400,24.353551263921,215.224824550096
34,555227.812716261,4964353.92809347,701,11.0061370953918,239.420575636905
34,541527.812716261,4758253.92809347,718,21.3854656461626,211.487948445138
36,560627.812716261,4790953.92809347,43722,22.3695184336975,202.100480189547
36,563227.812716261,4811353.92809347,3576,29.7097252309322,260.080443962943
36,567527.812716261,4820953.92809347,1742,20.7364498125389,245.531640944537
36,498827.812716261,4859853.92809347,1284,16.2420449825004,266.029505648185
