id,climateId,availableNitrogen,soilDepth,distanceOutside,initialResidenceTime,initialStateId
2281,39,49.42670577,24.12,0.292893218813452,1,115
2282,39,49.42670577,25.98,0.0986121811340027,1,256
2283,39,53.81772106,44.91,0,1,575
2284,39,49.42670577,24.38,0,1,34
2285,30,49.42670577,21.34,0,1,42
2286,30,49.42670577,25.98,0.0986121811340027,1,42
2287,27,54.37453507,10.1,0.209430584957905,1,15
2288,27,53.61040648,14.66,0.25,1,271
2289,27,54.84008775,26.41,0.25,1,271
2290,27,53.61040648,12.97,0.25,1,251
2291,27,53.61040648,19.82,0.25,1,285
2292,29,54.84008775,26.74,0.5,1,543
2293,29,53.61040648,11.62,0.75,1,72
2294,29,56.57882451,18.8,1,1,37
2295,29,55.48867972,18.29,1,1,58
2296,29,55.48867972,9.42,1,1,533
2297,29,53.21998827,15.44,1,1,6
2298,29,55.48867972,18.13,0.75,1,6
2299,29,53.21998827,23.96,0.75,1,27
2300,29,51.06247267,24.12,1,1,7
2301,31,53.61040648,15.44,1,1,576
2302,31,54.84008775,19.99,0.75,1,31
2303,31,54.84008775,18.97,0.646446609406726,1,10
2304,31,54.84008775,20.66,0.5,1,10
2305,31,54.84008775,21.34,0.5,1,17
2306,31,54.84008775,21.17,0.5,1,10
2307,31,53.61040648,15.84,0.75,1,31
2308,31,49.42670577,22.35,1,1,265
2309,40,53.08288322,12.97,1,1,6
2310,41,54.37453507,12.63,1,1,334
2311,41,54.37453507,11.28,1,1,73
2312,41,53.61040648,12.46,1,1,85
2313,41,53.61040648,9.93,1,1,9
2314,7,55.04648882,27.42,1,1,56
2315,17,54.16486353,24.29,1,1,577
2316,17,51.43935366,23.96,0.75,1,119
2317,17,55.83598152,18.46,0.75,1,6
2318,13,52.78636205,18.63,1,1,191
2319,13,54.65887636,12.91,1,1,346
2320,13,54.65887636,16.1,1,1,44
2321,13,54.07832003,15.27,1,1,80
2322,13,59.04832976,12.29,1,1,35
2323,33,54.37453507,19.14,1,1,3
2324,33,54.37453507,21.84,0.75,1,17
2325,33,54.37453507,13.31,0.75,1,48
2326,33,54.37453507,12.63,0.75,1,319
2327,33,54.37453507,11.95,0.75,1,266
2328,33,54.37453507,14.32,0.75,1,319
2329,33,53.08288322,11.45,1,1,319
2330,36,54.37453507,18.97,0.75,1,37
2331,36,54.84008775,16.62,0.646446609406726,1,37
2332,36,54.46772235,37.19,0.5,1,37
2333,19,53.61040648,24.8,0.5,1,48
2334,26,58.17429308,33.98,0.440983005625053,1,76
2335,26,58.17429308,35.16,0.292893218813452,1,48
2336,26,54.84008775,26.32,0.0986121811340027,1,451
2337,26,56.57882451,20.49,0,1,81
2338,26,51.06250205,14.15,0,1,76
2339,10,54.37627791,15.84,0,1,429
2340,10,56.57882451,12.97,0,1,81
2341,10,55.48867972,10.94,0,1,74
2342,11,55.48867972,19.48,0,1,15
2343,11,55.83598152,18.97,0,1,15
2344,11,55.48867972,17.96,0,1,44
2345,11,55.48867972,19.99,0,1,37
2346,11,55.48867972,19.31,0.0986121811340027,1,37
2347,11,55.48867972,18.29,0.292893218813452,1,6
2348,11,55.48867972,18.97,0.440983005625053,1,71
2349,11,55.48867972,18.63,0.5,1,7
2350,7,55.48867972,20.15,0.5,1,24
2351,7,55.48867972,12.46,0.440983005625053,1,24
2352,7,55.48867972,13.14,0.292893218813452,1,6
2353,17,55.83598152,13.64,0.0986121811340027,1,64
2354,17,55.83598152,12.12,0,1,64
2355,17,55.83598152,22.94,0,1,159
2356,13,59.04832976,19.82,0,1,26
2357,13,52.78636205,19.65,0,1,26
2358,16,54.65887636,19.48,0.209430584957905,1,25
2359,16,54.65887636,18.46,0.440983005625053,1,571
2360,18,56.54018653,18.46,0.646446609406726,1,6
2361,18,56.54018653,21.25,0.75,1,46
2362,18,51.67942451,16.45,1,1,256
2363,37,54.65887636,9.59,0.75,1,187
2364,38,52.3992944,17.79,0.75,1,192
2365,34,48.96889049,26.24,0.75,1,187
2366,35,53.67473379,23.96,0.646446609406726,1,187
2367,35,55.83598152,18.8,0.5,1,187
2368,35,55.83598152,19.16,0.5,1,42
2369,35,55.48867972,18.46,0.5,1,15
2370,35,55.48867972,19.31,0.5,1,9
2371,25,56.57882451,22.77,0.5,1,24
2372,25,56.57882451,21.93,0.5,1,42
2373,25,56.57882451,10.43,0.5,1,37
2374,25,55.83598152,36.86,0.440983005625053,1,10
2375,42,53.61040648,13.48,0.5,1,3
2376,30,54.79451732,14.66,0.5,1,73
2377,30,53.61040648,23.11,0.440983005625053,1,44
2378,30,53.61040648,17.45,0.292893218813452,1,56
2379,39,52.54898315,17.79,0.0986121811340027,1,56
2380,39,49.42670577,23.2,0,1,119
2381,39,49.42670577,23.2,0,1,56
2382,39,54.33300512,31.89,0,1,429
2383,30,54.37453507,14.32,0,1,48
2384,30,54.84008775,20.66,0,1,37
2385,27,54.84008775,20.66,0,1,37
2386,27,53.61040648,20.32,0,1,115
2387,27,54.84008775,21,0,1,115
2388,27,54.46772235,36.18,0,1,295
2389,29,51.06250205,19.65,0.209430584957905,1,285
2390,29,56.67487095,35.5,0.440983005625053,1,13
2391,29,54.37627791,25.81,0.646446609406726,1,6
2392,29,56.57882451,19.82,0.75,1,15
2393,29,55.48867972,17.45,1,1,81
2394,29,56.57882451,19.65,0.75,1,32
2395,29,54.37627791,18.63,0.75,1,38
2396,29,53.69328283,13.07,0.646446609406726,1,29
2397,29,56.57882451,23.11,0.646446609406726,1,26
2398,29,54.37627791,25.31,0.75,1,96
2399,29,55.48867972,19.48,1,1,7
2400,29,55.48867972,18.97,1,1,11
2401,27,56.57882451,18.46,1,1,18
2402,31,53.61040648,19.82,0.75,1,117
2403,31,51.7409468,19.14,0.646446609406726,1,48
2404,31,49.42670577,19.99,0.440983005625053,1,34
2405,31,49.42670577,23.53,0.292893218813452,1,30
2406,31,54.37453507,14.66,0.25,1,35
2407,31,53.61040648,11.79,0.440983005625053,1,42
2408,31,53.61040648,13.98,0.646446609406726,1,42
2409,31,49.42670577,21.34,0.75,1,37
2410,31,54.37453507,13.14,1,1,107
2411,40,54.37453507,14.32,1,1,33
2412,40,53.08288322,11.45,1,1,37
2413,41,53.08288322,17.79,0.75,1,3
2414,41,54.37453507,19.82,0.75,1,9
2415,41,54.37453507,17.79,0.75,1,54
2416,41,53.93219658,18.63,0.75,1,177
2417,41,53.61040648,19.14,1,1,94
2418,43,51.06250205,17.28,1,1,9
2419,24,51.06250205,18.8,1,1,16
2420,24,51.06250205,19.31,1,1,23
2421,24,51.06250205,19.14,1,1,17
2422,24,53.61040648,18.46,1,1,5
2423,24,54.84008775,15.1,1,1,31
2424,24,54.37453507,17.96,1,1,8
2425,24,54.37453507,11.62,1,1,21
2426,24,54.37453507,10.94,1,1,1
2427,24,54.37453507,11.79,1,1,13
2428,24,54.37453507,10.43,1,1,3
2429,44,53.56624881,15.44,1,1,117
2430,44,54.51958734,23.45,0.75,1,291
2431,17,52.30639064,23.79,0.75,1,542
2432,17,48.96889049,24.63,0.646446609406726,1,20
2433,17,53.85090269,23.96,0.646446609406726,1,347
2434,13,52.78636205,13.92,0.75,1,191
2435,13,52.78636205,18.46,0.75,1,191
2436,13,54.65887636,9.08,0.75,1,37
2437,13,54.65887636,19.65,0.75,1,44
2438,13,54.92288409,23.96,1,1,44
2439,36,54.84008775,26.41,0.75,1,265
2440,36,54.84008775,25.14,0.75,1,107
2441,36,54.46772235,29.62,0.75,1,76
2442,26,53.61040648,18.63,0.646446609406726,1,48
2443,26,54.46772235,37.19,0.440983005625053,1,37
2444,26,54.84008775,24.12,0.209430584957905,1,42
2445,26,56.57882451,12.97,0,1,76
2446,26,51.06250205,14.32,0,1,76
2447,10,56.57882451,11.45,0,1,37
2448,10,56.57882451,11.28,0,1,24
2449,10,55.48867972,10.1,0,1,24
2450,11,50.91024034,15.61,0,1,76
2451,11,55.83598152,20.32,0,1,76
2452,10,55.48867972,24.63,0,1,90
2453,10,55.48867972,22.18,0,1,271
2454,10,54.26747393,22.01,0,1,105
2455,10,55.83598152,38.21,0.0986121811340027,1,31
2456,10,53.61040648,37.87,0.209430584957905,1,95
2457,11,54.37627791,22.35,0.25,1,271
2458,11,56.57882451,13.14,0.25,1,271
2459,7,55.48867972,12.97,0.209430584957905,1,271
2460,7,55.48867972,13.48,0.0986121811340027,1,287
2461,7,55.83598152,13.14,0,1,7
2462,17,52.19659832,24.12,0,1,6
2463,17,48.96889049,24.12,0,1,26
2464,17,55.83598152,19.82,0,1,172
2465,13,52.78636205,19.65,0,1,224
2466,13,52.78636205,19.48,0.0986121811340027,1,224
2467,16,52.78636205,17.96,0.292893218813452,1,6
2468,16,54.65887636,18.46,0.440983005625053,1,5
2469,18,56.54018653,17.45,0.646446609406726,1,571
2470,18,50.74110594,23.79,0.75,1,571
2471,45,54.65887636,17.79,0.75,1,187
2472,38,54.63705464,32.12,0.5,1,187
2473,34,59.04832976,10.77,0.5,1,187
2474,34,59.04832976,13.77,0.440983005625053,1,187
2475,35,53.79090941,34.49,0.292893218813452,1,24
2476,35,59.5325504,14.43,0.25,1,42
2477,35,55.83598152,22.27,0.25,1,9
2478,35,55.48867972,22.94,0.25,1,15
2479,35,55.48867972,18.46,0.25,1,42
2480,25,55.48867972,11.79,0.25,1,42
2481,25,54.51958734,23.79,0.25,1,54
2482,25,51.06250205,11.28,0.209430584957905,1,37
2483,25,56.57882451,12.46,0.25,1,9
2484,42,54.37627791,25.81,0.25,1,3
2485,42,56.57882451,12.29,0.209430584957905,1,31
2486,30,53.61040648,18.29,0.0986121811340027,1,81
2487,39,53.61040648,22.94,0,1,115
2488,39,49.42670577,18.97,0,1,17
2489,39,49.42670577,20.66,0,1,115
2490,39,49.42670577,21.34,0,1,56
2491,30,54.37453507,22.94,0,1,56
2492,30,53.61040648,9.76,0,1,17
2493,25,54.84008775,21.17,0,1,10
2494,25,53.61040648,13.31,0,1,10
2495,25,54.84008775,21.84,0,1,13
2496,29,53.61040648,9.76,0,1,2
2497,29,56.57882451,18.46,0.0986121811340027,1,2
2498,29,54.37627791,23.37,0.292893218813452,1,6
2499,29,56.57882451,19.31,0.440983005625053,1,30
2500,29,51.06250205,18.97,0.646446609406726,1,31
2501,29,50.26458447,23.2,0.75,1,38
2502,29,56.57882451,15.93,0.646446609406726,1,38
2503,27,56.57882451,19.99,0.5,1,324
2504,27,54.37627791,23.96,0.440983005625053,1,32
2505,29,56.57882451,13.07,0.440983005625053,1,96
2506,29,56.57882451,19.31,0.646446609406726,1,27
2507,29,55.48867972,6.41,0.75,1,39
2508,29,55.48867972,19.14,1,1,38
2509,29,55.48867972,20.49,1,1,10
2510,27,56.57882451,22.27,1,1,10
2511,31,53.61040648,23.28,0.75,1,17
2512,31,49.42670577,23.62,0.5,1,572
2513,31,49.42670577,24.8,0.292893218813452,1,238
2514,31,54.37453507,13.81,0.0986121811340027,1,37
2515,31,54.37453507,13.64,0.0986121811340027,1,42
2516,31,49.42670577,26.91,0.292893218813452,1,42
2517,31,49.42670577,26.07,0.5,1,37
2518,31,54.37453507,13.14,0.75,1,17
2519,31,54.37453507,15.17,1,1,85
2520,40,54.37453507,20.15,1,1,15
2521,40,54.37453507,18.29,0.75,1,9
2522,41,52.54898315,17.79,0.646446609406726,1,15
2523,41,54.493417,18.13,0.5,1,9
2524,41,53.61040648,17.96,0.5,1,42
2525,41,53.61040648,17.62,0.646446609406726,1,15
2526,46,53.61040648,17.79,0.75,1,9
2527,43,56.57882451,17.96,0.75,1,9
2528,43,52.30639064,21,1,1,9
2529,43,55.48867972,17.11,1,1,10
2530,47,55.48867972,19.14,1,1,26
2531,48,55.83598152,19.48,1,1,26
2532,24,53.61040648,21.59,1,1,1
2533,24,53.61040648,19.48,1,1,17
2534,24,53.61040648,18.8,1,1,37
2535,24,53.61040648,19.31,1,1,32
2536,24,53.61040648,17.96,1,1,31
2537,24,53.61040648,18.46,1,1,8
2538,24,53.61040648,17.45,1,1,5
2539,24,53.61040648,18.46,1,1,20
2540,24,53.61040648,18.63,1,1,11
2541,24,53.61040648,10.43,1,1,17
2542,24,51.7409468,11.11,1,1,20
2543,24,54.37453507,12.29,0.75,1,25
2544,24,49.42670577,16.12,1,1,29
2545,24,49.42670577,23.79,1,1,28
2546,49,56.57882451,19.99,1,1,85
2547,44,56.57882451,19.14,0.75,1,37
2548,44,53.95408825,23.45,0.646446609406726,1,23
2549,17,53.95408825,23.96,0.5,1,573
2550,17,55.83598152,20.49,0.440983005625053,1,301
2551,17,55.83598152,19.48,0.440983005625053,1,19
2552,13,52.78636205,25.31,0.5,1,24
2553,13,52.78636205,17.62,0.5,1,7
2554,13,54.65887636,20.15,0.5,1,15
2555,13,51.92870561,28.18,0.75,1,34
2556,13,50.96840021,34.83,1,1,37
2557,13,54.65887636,9.59,1,1,37
2558,36,54.84008775,20.66,1,1,48
2559,26,54.46772235,29.28,0.75,1,48
2560,26,53.61040648,10.26,0.5,1,76
2561,26,54.37627791,26.32,0.25,1,37
2562,26,56.57882451,11.28,0,1,76
2563,26,51.06250205,11.95,0,1,319
2564,10,55.48867972,39.05,0,1,486
2565,10,50.26458447,33.31,0,1,24
2566,10,55.48867972,13.75,0,1,34
2567,10,55.48867972,13.75,0,1,557
2568,10,49.08979226,14.76,0,1,48
2569,10,55.48867972,19.14,0,1,15
2570,10,56.57882451,14.32,0,1,128
2571,10,47.56705735,38.21,0,1,31
2572,10,54.37627791,23.7,0,1,31
2573,10,56.57882451,14.32,0,1,271
2574,11,51.06250205,13.64,0,1,369
2575,11,56.57882451,13.98,0,1,271
2576,7,51.96675269,24.46,0,1,271
2577,7,49.08979226,25.14,0,1,74
2578,7,55.83598152,27.34,0,1,74
2579,17,55.83598152,13.31,0,1,271
2580,17,55.83598152,12.63,0,1,15
2581,17,55.83598152,13.14,0,1,574
2582,17,52.78636205,13.31,0,1,6
2583,13,52.78636205,10.94,0,1,6
2584,16,52.78636205,12.46,0.0986121811340027,1,22
2585,16,54.65887636,18.63,0.292893218813452,1,64
2586,18,56.18682579,17.45,0.5,1,571
2587,18,51.37206056,24.29,0.75,1,571
2588,18,56.18682579,23.79,1,1,108
2589,45,54.65887636,23.11,1,1,187
2590,45,54.65887636,11.45,0.75,1,95
2591,38,54.65887636,12.63,0.5,1,15
2592,38,54.65887636,18.46,0.25,1,24
2593,34,54.65887636,17.96,0.209430584957905,1,15
2594,50,51.58797367,21.84,0.0986121811340027,1,42
2595,35,52.3992944,14.09,0,1,37
2596,35,52.83651798,24.12,0,1,15
2597,35,55.83598152,17.28,0,1,42
2598,35,53.67473379,24.46,0,1,42
2599,35,48.96889049,23.79,0,1,37
2600,25,55.83598152,20.15,0,1,15
2601,25,52.62274912,18.13,0,1,37
2602,25,51.06247267,19.14,0,1,42
2603,25,54.37627791,24.8,0,1,24
2604,42,56.57882451,24.29,0,1,37
2605,42,54.84008775,20.66,0,1,15
2606,30,53.61040648,23.62,0,1,31
2607,39,53.61040648,24.63,0,1,3
2608,39,53.61040648,24.8,0,1,44
2609,39,54.37453507,24.97,0,1,37
2610,30,54.37453507,12.29,0,1,78
2611,30,54.37453507,11.11,0,1,80
2612,25,53.61040648,18.63,0,1,25
2613,25,54.84008775,20.83,0,1,3
2614,25,58.17429308,33.58,0,1,26
2615,29,51.06250205,19.82,0,1,27
2616,29,54.37627791,27.59,0,1,1
2617,29,54.37627791,26.49,0.0986121811340027,1,1
2618,29,54.37627791,22.52,0.292893218813452,1,76
2619,29,51.06250205,12.63,0.440983005625053,1,28
2620,29,56.57882451,18.8,0.5,1,284
2621,27,55.84008973,20.15,0.440983005625053,1,25
2622,27,53.61040648,18.13,0.292893218813452,1,87
2623,27,48.24823609,18.97,0.209430584957905,1,6
2624,27,53.61040648,16.94,0.292893218813452,1,34
2625,29,51.06250205,11.28,0.440983005625053,1,27
2626,29,55.48867972,18.13,0.646446609406726,1,6
2627,29,52.62274912,24.72,0.75,1,15
2628,29,55.48867972,11.79,1,1,35
2629,27,56.57882451,23.45,0.75,1,10
2630,31,53.61040648,23.11,0.646446609406726,1,10
2631,31,54.37453507,24.12,0.440983005625053,1,34
2632,31,54.37453507,10.6,0.209430584957905,1,117
2633,31,49.42670577,25.9,0,1,48
2634,31,49.42670577,27.42,0,1,42
2635,31,49.42670577,27.76,0.209430584957905,1,37
2636,31,54.37453507,11.95,0.440983005625053,1,42
2637,31,54.37453507,18.63,0.646446609406726,1,50
2638,31,54.37453507,18.97,0.75,1,42
2639,40,54.37453507,18.46,0.75,1,50
2640,41,54.493417,18.46,0.646446609406726,1,15
2641,41,51.96666726,18.29,0.440983005625053,1,9
2642,41,52.54898315,17.11,0.292893218813452,1,15
2643,41,53.61040648,19.14,0.292893218813452,1,15
2644,46,53.61040648,18.29,0.440983005625053,1,42
2645,43,53.61040648,18.97,0.5,1,9
2646,43,56.57882451,18.46,0.646446609406726,1,9
2647,43,55.48867972,18.46,0.75,1,85
2648,47,55.48867972,18.29,0.75,1,73
2649,48,55.83598152,18.63,0.75,1,15
2650,48,52.78636205,18.97,0.75,1,6
2651,48,52.98493475,24.46,1,1,6
2652,51,54.84008775,22.86,1,1,14
2653,24,53.61040648,18.13,1,1,36
2654,24,53.61040648,18.63,1,1,31
2655,24,53.61040648,22.94,1,1,5
2656,24,53.61040648,19.31,0.75,1,11
2657,24,53.61040648,19.48,1,1,28
2658,24,53.61040648,17.96,0.75,1,32
2659,24,54.37453507,18.63,1,1,13
2660,24,52.54898315,17.96,0.75,1,9
2661,24,51.7409468,10.43,0.75,1,26
2662,24,53.93219658,10.94,1,1,10
2663,24,51.7409468,11.62,0.75,1,30
2664,24,49.42670577,25.73,0.75,1,15
2665,24,53.88387288,27.42,1,1,112
2666,24,53.88387288,24.29,1,1,1
2667,49,51.06250205,18.97,1,1,24
2668,49,56.57882451,13.41,0.75,1,24
2669,44,52.30639064,16.12,0.5,1,21
2670,7,55.48867972,19.31,0.292893218813452,1,146
2671,17,55.83598152,22.43,0.209430584957905,1,45
2672,17,51.43935366,23.45,0.209430584957905,1,24
2673,17,51.42984835,14.93,0.25,1,7
2674,13,51.42984835,23.45,0.25,1,7
2675,13,51.51625758,15.27,0.5,1,7
2676,13,58.59658811,23.79,0.75,1,62
2677,13,54.38683714,20.66,1,1,15
2678,8,51.51625758,22.18,1,1,15
2679,8,54.65887636,21.34,1,1,34
2680,8,51.58797367,24.46,1,1,9
2681,26,53.61040648,20.66,1,1,266
2682,26,54.84008775,25.48,0.75,1,48
2683,26,53.61040648,15.5,0.5,1,48
2684,26,54.37627791,24.46,0.25,1,76
2685,26,56.57882451,18.97,0.25,1,319
2686,26,55.48867972,14.32,0.209430584957905,1,319
2687,10,55.48867972,13.31,0.0986121811340027,1,319
2688,10,55.48867972,21,0,1,76
2689,10,55.48867972,10.1,0,1,270
2690,10,55.48867972,11.28,0,1,385
2691,10,55.48867972,10.43,0,1,270
2692,10,56.57882451,12.63,0,1,104
2693,26,56.57882451,13.81,0,1,486
2694,10,51.06250205,15.17,0,1,76
2695,10,56.57882451,14.66,0,1,128
2696,10,55.48867972,12.97,0,1,470
2697,11,55.48867972,13.48,0,1,128
2698,11,55.48867972,15.17,0,1,470
2699,7,55.48867972,15.17,0,1,444
2700,7,55.48867972,14.83,0,1,271
2701,7,55.83598152,14.83,0,1,271
2702,7,55.83598152,15,0,1,470
2703,17,55.83598152,13.31,0,1,6
2704,17,51.85461106,15.33,0,1,38
2705,17,55.83598152,13.81,0,1,38
2706,23,52.78636205,10.26,0,1,382
2707,16,52.78636205,11.62,0,1,38
2708,16,54.65887636,11.28,0.25,1,2
2709,18,54.65887636,16.94,0.5,1,571
2710,18,56.18682579,23.28,0.75,1,28
2711,18,56.18682579,25.81,1,1,27
2712,45,53.85306859,19.82,1,1,429
2713,45,56.05673021,23.45,1,1,238
2714,45,51.67942451,27.34,0.75,1,252
2715,45,54.65887636,19.99,0.646446609406726,1,120
2716,38,54.65887636,17.79,0.440983005625053,1,37
2717,38,54.65887636,17.79,0.209430584957905,1,24
2718,34,55.16172224,24.04,0,1,15
2719,50,54.38683714,33.14,0,1,9
2720,35,52.78636205,15.27,0,1,15
2721,35,52.78636205,21,0,1,17
2722,35,52.78636205,19.48,0,1,6
2723,35,48.96889049,26.07,0,1,7
2724,35,54.42097998,17.79,0,1,429
2725,25,55.83598152,22.77,0,1,24
2726,25,52.62274912,24.29,0,1,224
2727,25,50.95352965,18.46,0,1,164
2728,25,49.08979226,20.49,0,1,24
2729,42,54.37627791,24.8,0,1,15
2730,42,54.37627791,25.31,0,1,37
2731,42,54.37627791,24.29,0,1,80
2732,30,54.84008775,27.08,0,1,6
2733,39,53.61040648,24.63,0,1,43
2734,39,54.37453507,24.8,0,1,43
2735,39,54.37453507,22.94,0,1,43
2736,30,49.42670577,15.84,0,1,37
2737,30,53.93219658,9.08,0,1,3
2738,25,53.61040648,11.11,0,1,26
2739,25,53.61040648,12.63,0,1,1
2740,25,53.61040648,12.12,0,1,27
2741,29,56.57882451,17.96,0,1,1
2742,29,54.37627791,17.47,0,1,25
2743,29,54.37627791,26.66,0.0986121811340027,1,521
2744,29,56.57882451,12.46,0.209430584957905,1,96
2745,29,54.37627791,23.96,0.25,1,9
2746,27,54.84008775,18.63,0.209430584957905,1,3
2747,27,54.84008775,18.97,0.0986121811340027,1,17
2748,27,54.84008775,21,0.292893218813452,1,7
2749,27,53.61040648,12.63,0.440983005625053,1,6
2750,29,53.61040648,23.79,0.646446609406726,1,35
2751,29,56.57882451,24.46,0.75,1,50
2752,29,52.62274912,24.29,0.646446609406726,1,35
2753,29,49.7275195,23.87,0.75,1,126
2754,27,53.61040648,24.12,1,1,2
2755,31,51.96666726,22.94,0.75,1,64
2756,31,54.37453507,22.27,0.5,1,7
2757,31,49.42670577,25.22,0.25,1,37
2758,31,54.37453507,12.12,0.25,1,15
2759,31,54.37453507,10.1,0.209430584957905,1,15
2760,31,54.37453507,17.28,0.0986121811340027,1,37
2761,31,54.37453507,17.79,0.292893218813452,1,58
2762,31,54.37453507,18.97,0.440983005625053,1,42
2763,31,54.37453507,17.79,0.5,1,50
2764,40,52.54898315,17.79,0.5,1,42
2765,41,53.61040648,18.46,0.440983005625053,1,42
2766,41,53.61040648,18.13,0.292893218813452,1,42
2767,41,53.61040648,18.13,0.0986121811340027,1,42
2768,43,53.61040648,18.8,0.0986121811340027,1,42
2769,43,51.06250205,18.63,0.209430584957905,1,42
2770,43,56.57882451,18.8,0.292893218813452,1,42
2771,43,56.57882451,18.63,0.440983005625053,1,43
2772,47,55.48867972,18.13,0.5,1,3
2773,47,55.48867972,17.96,0.5,1,13
2774,48,55.83598152,18.97,0.5,1,24
2775,48,53.41430973,23.62,0.646446609406726,1,24
2776,48,51.8106056,24.46,0.75,1,27
2777,48,53.17516318,25.31,1,1,2
2778,52,55.48867972,19.48,0.440983005625053,1,204
2779,52,55.48867972,19.99,0.209430584957905,1,427
2780,51,54.84008775,22.18,1,1,16
2781,51,53.61040648,24.63,1,1,7
2782,51,53.61040648,19.48,1,1,114
2783,51,51.7409468,18.13,1,1,33
2784,24,53.61040648,18.29,1,1,34
2785,24,53.61040648,17.96,1,1,1
2786,24,53.93219658,22.43,1,1,35
2787,24,52.54898315,19.14,1,1,3
2788,24,54.493417,18.29,1,1,27
2789,53,51.7409468,15.42,0.75,1,14
2790,53,53.10460351,10.26,1,1,4
2791,53,53.08288322,11.45,0.75,1,11
2792,53,53.08288322,11.28,0.646446609406726,1,30
2793,53,53.99565306,24.38,0.75,1,25
2794,24,53.99565306,25.73,0.646446609406726,1,441
2795,24,53.99565306,26.24,0.75,1,15
2796,24,53.78599515,16.79,1,1,25
2797,19,53.61040648,13.92,1,1,30
2798,49,56.57882451,19.82,0.75,1,10
2799,49,56.57882451,18.29,0.646446609406726,1,86
2800,44,55.48867972,19.14,0.440983005625053,1,34
2801,44,55.48867972,14.43,0.209430584957905,1,54
2802,17,55.83598152,22.77,0,1,7
2803,17,55.83598152,22.94,0,1,7
2804,17,51.43935366,14.76,0,1,7
2805,17,52.78636205,14.26,0.209430584957905,1,7
2806,13,52.78636205,15.95,0.440983005625053,1,7
2807,13,54.65887636,15.27,0.646446609406726,1,7
2808,13,50.38867631,24.8,0.75,1,15
2809,8,51.92870561,24.63,0.75,1,34
2810,8,51.51625758,24.12,1,1,15
2811,8,51.92870561,28.18,1,1,3
2812,8,54.65887636,23.11,1,1,73
2813,26,51.06250205,19.48,0.75,1,48
2814,26,54.37627791,26.74,0.5,1,76
2815,26,56.67487095,35.16,0.5,1,56
2816,26,54.37627791,24.97,0.5,1,557
2817,26,54.33159038,19.31,0.440983005625053,1,319
2818,26,55.48867972,19.99,0.292893218813452,1,319
2819,26,56.57882451,17.96,0.0986121811340027,1,76
2820,26,56.57882451,11.28,0,1,56
2821,26,56.57882451,12.97,0,1,56
2822,26,54.37627791,19.31,0,1,153
2823,26,56.57882451,15.17,0,1,486
2824,26,51.06250205,14.32,0,1,3
2825,26,51.06250205,15,0,1,81
2826,10,56.57882451,14.15,0,1,48
2827,10,51.06247267,15.67,0,1,429
2828,11,55.48867972,13.48,0,1,48
2829,11,54.16486353,15.5,0,1,48
2830,7,54.16486353,15.67,0,1,15
2831,7,51.96675269,16.86,0,1,128
2832,7,54.51958734,16.35,0,1,145
2833,7,55.48867972,13.81,0,1,119
2834,7,55.48867972,13.48,0,1,6
2835,17,55.48867972,13.64,0,1,7
2836,17,55.48867972,12.8,0,1,6
2837,17,55.83598152,12.46,0,1,6
2838,13,52.78636205,10.77,0,1,22
2839,16,52.78636205,10.77,0.25,1,6
2840,18,54.65887636,9.08,0.5,1,42
2841,18,56.18682579,23.11,0.75,1,35
2842,18,50.74110594,18.48,1,1,9
2843,45,56.05673021,24.63,0.75,1,81
2844,45,54.65887636,22.77,0.75,1,252
2845,45,54.65887636,9.59,0.646446609406726,1,219
2846,45,54.65887636,23.11,0.440983005625053,1,76
2847,38,51.03153134,21.34,0.292893218813452,1,76
2848,34,52.78636205,18.8,0.0986121811340027,1,15
2849,35,52.78636205,16.45,0,1,71
2850,35,54.58880667,35,0,1,71
2851,35,55.83598152,19.65,0,1,224
2852,35,54.61911482,17.45,0,1,17
2853,35,53.37053192,18.97,0,1,470
2854,35,53.67473379,24.8,0,1,164
2855,25,52.62274912,23.62,0,1,37
2856,25,55.48867972,22.94,0,1,76
2857,25,54.37627791,18.63,0,1,224
2858,25,56.57882451,23.11,0,1,225
2859,25,56.57882451,23.11,0,1,164
2860,42,54.37627791,23.96,0,1,164
2861,42,51.06250205,23.11,0,1,164
2862,42,54.37627791,24.12,0,1,132
2863,30,54.84008775,23.62,0,1,153
2864,39,53.61040648,24.12,0,1,6
2865,39,52.54898315,23.79,0,1,123
2866,39,54.37453507,24.46,0,1,24
2867,30,53.08288322,23.79,0,1,92
2868,30,51.7409468,12.97,0,1,271
2869,30,53.93219658,17.28,0,1,224
2870,25,53.61040648,11.45,0,1,3
2871,25,53.61040648,11.45,0,1,10
2872,25,53.61040648,13.64,0,1,10
2873,25,54.37627791,25.14,0,1,3
2874,25,54.37627791,24.63,0,1,27
2875,25,53.61040648,17.4,0,1,90
2876,27,53.61040648,10.77,0,1,235
2877,27,53.61040648,10.26,0,1,25
2878,27,53.61040648,22.52,0.209430584957905,1,28
2879,27,53.61040648,18.24,0.440983005625053,1,184
2880,27,56.57882451,19.09,0.646446609406726,1,107
2881,29,54.37627791,25.81,0.75,1,567
2882,29,54.37627791,27.67,1,1,430
2883,29,54.37627791,28.69,0.75,1,55
2884,29,56.57882451,13.81,0.75,1,34
2885,27,56.57882451,24.29,1,1,25
2886,31,53.61040648,21.42,0.75,1,27
2887,31,52.54898315,21.08,0.646446609406726,1,382
2888,31,54.37453507,11.11,0.440983005625053,1,1
