id,climateId,availableNitrogen,soilDepth,distanceOutside,initialResidenceTime,initialStateId
125,2,56.57882451,18.65,1,1,92
126,10,53.61040648,20.15,1,1,50
127,10,53.61040648,12.12,0.75,1,43
128,10,53.61040648,12.29,0.75,1,24
129,10,53.61040648,11.62,0.75,1,24
130,10,53.61040648,11.79,0.75,1,15
131,10,53.61040648,22.94,0.75,1,15
132,10,56.57882451,10.94,0.75,1,17
133,10,56.57882451,11.28,0.75,1,24
134,10,56.57882451,12.12,0.75,1,24
135,10,56.57882451,11.79,1,1,7
136,10,52.62274912,16.86,1,1,42
137,11,55.48867972,14.49,1,1,42
138,11,55.48867972,11.28,1,1,96
139,7,55.48867972,9.93,0.75,1,96
140,7,55.83598152,9.05,0.75,1,42
141,7,55.83598152,11.11,1,1,43
142,8,55.83598152,22.27,0.75,1,24
143,8,55.83598152,11.28,0.5,1,24
144,4,59.04832976,11.28,0.5,1,24
145,4,59.04832976,10.77,0.440983005625053,1,78
146,5,54.65887636,11.45,0.292893218813452,1,37
147,5,54.65887636,10.94,0.25,1,34
148,3,56.18682579,11.45,0.25,1,42
149,3,53.61040648,18.65,0.25,1,37
150,3,53.09517803,11.62,0.209430584957905,1,37
151,3,53.85306859,11.28,0.0986121811340027,1,42
152,3,53.85306859,11.95,0,1,59
153,5,54.65887636,11.62,0,1,590
154,9,54.65887636,10.94,0,1,68
155,9,52.78636205,11.28,0,1,328
156,9,52.78636205,11.62,0,1,68
157,9,52.78636205,11.79,0,1,197
158,9,54.17654631,10.94,0,1,591
159,9,51.42984835,33.31,0,1,59
160,9,53.75560603,34.83,0,1,544
161,3,55.16172224,34.66,0.209430584957905,1,592
162,3,54.38683714,23.45,0.440983005625053,1,42
163,1,51.67942451,33.14,0.646446609406726,1,24
164,2,53.09517803,11.11,0.75,1,24
165,2,53.09517803,11.95,1,1,21
166,10,53.61040648,18.46,1,1,49
167,10,53.61040648,19.48,0.75,1,42
168,10,53.61040648,19.14,0.5,1,42
169,10,53.61040648,19.31,0.5,1,24
170,10,56.57882451,19.14,0.5,1,24
171,10,56.57882451,23.28,0.5,1,15
172,10,56.57882451,23.11,0.5,1,10
173,10,51.06250205,18.46,0.5,1,24
174,10,51.06250205,18.63,0.646446609406726,1,24
175,11,56.57882451,17.96,0.75,1,7
176,11,56.57882451,17.79,0.75,1,42
177,11,55.48867972,17.62,0.75,1,42
178,7,55.48867972,18.46,0.75,1,42
179,7,55.48867972,8.55,0.75,1,7
180,8,55.83598152,19.14,1,1,49
181,8,55.83598152,17.74,0.75,1,43
182,8,51.58797367,23.45,0.646446609406726,1,43
183,4,59.04832976,10.6,0.440983005625053,1,24
184,9,52.3992944,11.62,0.25,1,24
185,9,54.65887636,11.62,0.209430584957905,1,24
186,5,54.65887636,11.62,0.0986121811340027,1,43
187,3,54.65887636,12.29,0,1,43
188,3,56.54018653,17.47,0,1,43
189,3,53.09517803,10.94,0,1,37
190,3,53.09517803,12.29,0,1,34
191,3,56.54018653,22.94,0,1,59
192,5,56.18682579,22.6,0,1,589
193,5,54.65887636,22.77,0,1,544
194,4,54.65887636,23.28,0,1,43
195,4,52.78636205,18.63,0,1,379
196,8,52.78636205,18.29,0,1,590
197,8,59.04832976,20.32,0,1,16
198,4,52.78636205,11.62,0,1,71
199,5,52.78636205,11.11,0,1,16
200,5,57.42415857,11.11,0.0986121811340027,1,591
201,5,53.35701948,33.14,0.292893218813452,1,42
202,3,51.67942451,32.46,0.5,1,42
203,1,55.48867972,33.48,0.75,1,42
204,1,55.48867972,24.12,1,1,42
205,10,56.57882451,20.32,1,1,66
206,10,56.57882451,19.14,0.75,1,42
207,10,56.57882451,20.15,0.5,1,62
208,11,51.06250205,19.14,0.25,1,24
209,11,55.48867972,18.97,0.25,1,24
210,11,55.48867972,14.09,0.25,1,15
211,11,55.48867972,22.94,0.25,1,17
212,11,55.48867972,18.97,0.292893218813452,1,24
213,11,55.48867972,18.97,0.440983005625053,1,24
214,11,56.57882451,13.26,0.5,1,7
215,11,56.57882451,18.13,0.5,1,14
216,7,55.48867972,13.26,0.5,1,24
217,7,55.48867972,9.39,0.5,1,42
218,8,55.83598152,13.6,0.646446609406726,1,72
219,8,52.3992944,19.65,0.75,1,37
220,8,59.04832976,18.29,0.646446609406726,1,15
221,4,59.04832976,18.13,0.440983005625053,1,10
222,9,54.65887636,18.97,0.292893218813452,1,34
223,9,54.65887636,19.14,0.0986121811340027,1,24
224,3,54.65887636,19.99,0,1,24
225,3,52.05392854,15.78,0,1,43
226,3,56.18682579,22.77,0,1,43
227,3,51.67942451,16.79,0,1,66
228,3,56.18682579,19.48,0,1,37
229,3,56.54018653,18.8,0,1,72
230,9,56.54018653,23.28,0,1,264
231,9,54.65887636,19.31,0,1,264
232,4,54.65887636,18.63,0,1,18
233,4,52.78636205,18.8,0,1,81
234,8,52.3992944,18.46,0,1,37
235,8,55.83598152,18.8,0,1,59
236,8,55.83598152,18.46,0,1,19
237,4,52.78636205,17.11,0,1,71
238,5,52.78636205,12.25,0,1,7
239,5,54.65887636,23.11,0.209430584957905,1,24
240,3,54.65887636,21.93,0.440983005625053,1,42
241,1,51.67942451,33.64,0.646446609406726,1,42
242,1,53.61040648,17.47,0.75,1,42
243,11,56.57882451,19.99,1,1,50
244,11,56.57882451,18.29,0.75,1,50
245,11,54.37627791,21.68,0.5,1,42
246,11,55.48867972,14.95,0.25,1,42
247,7,55.48867972,15.61,0,1,72
248,7,55.83598152,18.29,0,1,24
249,12,55.83598152,23.28,0,1,15
250,7,55.83598152,23.11,0.0986121811340027,1,24
251,7,55.83598152,18.97,0.209430584957905,1,24
252,7,55.83598152,18.07,0.25,1,71
253,7,55.83598152,18.29,0.25,1,37
254,12,55.83598152,20.32,0.25,1,7
255,8,55.83598152,17.74,0.292893218813452,1,24
256,8,48.96889049,21,0.440983005625053,1,24
257,8,59.04832976,18.63,0.5,1,6
258,4,59.04832976,18.97,0.440983005625053,1,34
259,5,54.65887636,17.28,0.292893218813452,1,142
260,5,56.18682579,18.63,0.0986121811340027,1,34
261,3,56.18682579,24.8,0,1,43
262,3,53.85306859,26.32,0,1,49
263,3,54.79910061,18.29,0,1,43
264,3,53.85306859,17.96,0,1,42
265,3,56.18682579,19.14,0,1,498
266,3,51.37206056,18.65,0,1,62
267,9,54.65887636,18.29,0,1,66
268,9,54.65887636,18.46,0,1,62
269,4,54.65887636,19.31,0,1,37
270,8,52.3992944,19.31,0,1,120
271,8,55.83598152,18.97,0,1,120
272,8,55.83598152,18.29,0,1,105
273,8,55.48867972,19.82,0,1,15
274,8,55.83598152,18.13,0,1,71
275,4,59.04832976,16.61,0,1,10
276,5,52.78636205,18.63,0,1,10
277,5,54.65887636,17.62,0.25,1,6
278,3,56.54018653,18.63,0.5,1,72
279,1,56.18682579,9.93,0.75,1,42
280,1,56.18682579,25.14,1,1,37
281,11,55.48867972,19.14,0.75,1,50
282,11,55.48867972,20.32,0.646446609406726,1,24
283,7,55.48867972,19.65,0.440983005625053,1,24
284,7,55.83598152,20.32,0.209430584957905,1,71
285,12,55.83598152,19.14,0,1,24
286,12,55.83598152,19.48,0,1,9
287,8,55.83598152,19.31,0,1,9
288,8,55.83598152,19.14,0,1,24
289,8,55.83598152,18.8,0,1,15
290,8,55.83598152,19.65,0,1,15
291,8,55.83598152,17.62,0,1,73
292,8,51.43935366,20.66,0,1,15
293,8,59.04832976,18.8,0.0986121811340027,1,24
294,8,59.04832976,18.97,0.209430584957905,1,37
295,4,52.3992944,18.97,0.25,1,37
296,4,54.65887636,17.62,0.209430584957905,1,37
297,5,54.65887636,18.63,0.0986121811340027,1,10
298,3,56.18682579,18.8,0,1,10
299,3,56.18682579,19.65,0,1,34
300,3,56.18682579,18.46,0,1,37
301,3,56.54018653,18.63,0,1,43
302,3,56.54018653,19.14,0,1,72
303,3,56.54018653,18.29,0,1,62
304,3,53.85306859,19.14,0,1,62
305,9,54.65887636,22.6,0,1,125
306,4,54.65887636,18.8,0,1,15
307,8,52.3992944,18.63,0,1,3
308,8,55.83598152,17.96,0,1,3
309,8,55.83598152,18.46,0,1,10
310,7,55.48867972,18.63,0,1,10
311,7,51.06247267,22.86,0,1,37
312,8,55.83598152,16.77,0,1,24
313,4,59.04832976,16.27,0,1,9
314,5,54.65887636,17.96,0,1,6
315,5,54.65887636,18.63,0.25,1,15
316,3,56.18682579,17.79,0.5,1,71
317,1,56.54018653,22.27,0.75,1,15
318,1,55.83598152,14.76,1,1,17
319,11,55.48867972,19.65,1,1,49
320,11,55.48867972,19.14,0.75,1,50
321,7,55.48867972,19.65,0.5,1,15
322,7,54.33067985,20.83,0.292893218813452,1,15
323,12,55.83598152,20.15,0.0986121811340027,1,15
324,8,55.83598152,19.65,0,1,15
325,8,55.83598152,19.14,0,1,15
326,8,55.83598152,18.8,0,1,15
327,8,55.83598152,17.11,0,1,15
328,8,55.83598152,18.63,0,1,73
329,8,55.83598152,18.46,0,1,3
330,8,55.83598152,17.96,0,1,3
331,8,55.83598152,18.46,0,1,3
332,8,59.04832976,19.65,0,1,3
333,4,59.04832976,17.96,0,1,45
334,4,59.04832976,17.45,0,1,37
335,5,54.65887636,18.13,0,1,42
336,5,56.54018653,18.29,0,1,85
337,3,56.18682579,18.99,0,1,85
338,3,56.18682579,19.31,0,1,35
339,3,56.18682579,19.99,0,1,35
340,9,54.65887636,19.82,0,1,10
341,9,54.65887636,18.46,0,1,75
342,9,54.65887636,17.62,0,1,62
343,9,53.85306859,18.29,0,1,121
344,9,54.65887636,19.99,0,1,15
345,4,54.65887636,21.25,0,1,3
346,8,52.3992944,17.62,0,1,3
347,8,52.78636205,17.45,0,1,3
348,12,55.48867972,17.79,0,1,37
349,7,55.48867972,18.29,0,1,35
350,7,55.48867972,21.68,0,1,76
351,8,55.48867972,19.14,0,1,71
352,4,52.3992944,16.44,0,1,71
353,5,52.78636205,18.46,0,1,71
354,5,54.65887636,18.29,0.209430584957905,1,37
355,3,54.65887636,19.14,0.440983005625053,1,80
356,1,56.54018653,18.29,0.646446609406726,1,3
357,1,53.09517803,22.43,0.75,1,10
358,1,53.09517803,23.79,1,1,42
359,3,56.18682579,12.8,1,1,42
360,3,56.54018653,11.45,1,1,126
361,7,55.48867972,17.79,1,1,15
362,7,55.48867972,18.97,0.75,1,9
363,7,55.48867972,18.8,0.646446609406726,1,71
364,7,55.48867972,18.97,0.440983005625053,1,15
365,7,54.61911482,21,0.209430584957905,1,24
366,8,51.92557066,20.66,0,1,91
367,8,51.92557066,24.12,0,1,15
368,8,52.3992944,25.65,0,1,15
369,8,52.3992944,20.15,0,1,71
370,4,59.04832976,19.48,0,1,71
371,4,54.63705464,20.83,0,1,15
372,4,52.3992944,19.99,0.0986121811340027,1,3
373,4,59.04832976,19.31,0.209430584957905,1,3
374,4,59.04832976,17.96,0.25,1,3
375,4,52.3992944,19.48,0.209430584957905,1,3
376,4,54.65887636,19.48,0.0986121811340027,1,31
377,5,54.65887636,18.63,0,1,15
378,5,54.65887636,18.29,0,1,15
379,5,56.18682579,20.32,0,1,37
380,3,56.18682579,19.31,0,1,10
381,3,56.18682579,18.97,0,1,50
382,9,56.18682579,19.48,0,1,37
383,9,54.65887636,19.99,0,1,10
384,4,54.65887636,19.48,0,1,265
385,4,54.65887636,18.8,0,1,62
386,4,56.18682579,17.96,0,1,21
387,4,54.65887636,17.96,0,1,24
388,4,54.65887636,18.97,0,1,14
389,8,59.04832976,16.44,0,1,15
390,8,52.3992944,18.13,0,1,26
391,12,55.48867972,17.79,0,1,37
392,7,55.48867972,18.29,0,1,35
393,7,54.16486353,23.2,0,1,37
394,7,53.21998827,21.34,0,1,29
395,8,55.83598152,16.94,0,1,19
396,4,52.3992944,18.13,0,1,71
397,5,54.65887636,18.8,0.0986121811340027,1,19
398,5,54.65887636,18.63,0.292893218813452,1,15
399,3,56.54018653,17.45,0.5,1,37
400,3,56.54018653,17.62,0.75,1,181
401,3,53.09517803,18.29,1,1,6
402,3,53.09517803,19.14,0.75,1,19
403,3,53.09517803,19.14,1,1,72
404,3,53.85306859,15.27,1,1,326
405,7,55.83598152,19.82,1,1,42
406,7,55.48867972,18.46,0.75,1,24
407,7,55.48867972,18.97,0.646446609406726,1,15
408,7,55.48867972,18.63,0.440983005625053,1,24
409,7,55.83598152,19.82,0.292893218813452,1,24
410,8,55.83598152,19.99,0.0986121811340027,1,24
411,8,55.83598152,19.82,0,1,71
412,8,54.64845345,23.53,0,1,24
413,8,52.78636205,18.29,0,1,24
414,4,59.04832976,17.79,0,1,24
415,4,54.65887636,17.79,0,1,24
416,4,54.65887636,19.31,0.0986121811340027,1,24
417,4,54.65887636,18.97,0.292893218813452,1,42
418,5,54.65887636,20.66,0.440983005625053,1,15
419,5,54.65887636,19.99,0.5,1,15
420,5,54.65887636,20.15,0.440983005625053,1,31
421,5,54.65887636,19.31,0.292893218813452,1,17
422,5,54.65887636,18.97,0.0986121811340027,1,37
423,5,51.67942451,15.61,0,1,37
424,5,54.79910061,18.97,0,1,30
425,3,53.85306859,18.63,0,1,34
426,9,55.24453618,21.17,0,1,37
427,4,54.65887636,19.31,0,1,10
428,4,50.38867631,20.66,0,1,30
429,8,52.78636205,20.15,0,1,75
430,8,52.78636205,20.15,0,1,15
431,4,54.65887636,17.96,0,1,15
432,4,54.65887636,18.46,0,1,24
433,4,54.65887636,17.96,0,1,14
434,8,54.65887636,20.58,0,1,9
435,8,52.78636205,17.28,0,1,26
436,12,55.48867972,18.97,0,1,24
437,7,55.48867972,19.82,0,1,15
438,7,53.95408825,22.52,0,1,22
439,7,54.16486353,23.2,0,1,31
440,8,55.83598152,17.62,0,1,71
441,4,52.3992944,18.46,0,1,19
442,5,54.65887636,18.29,0,1,71
443,5,54.65887636,18.97,0.209430584957905,1,72
444,5,56.54018653,17.79,0.440983005625053,1,7
445,3,56.18682579,18.63,0.646446609406726,1,24
446,3,53.09517803,19.14,0.75,1,42
447,3,53.09517803,18.46,0.646446609406726,1,71
448,3,53.09517803,18.8,0.75,1,72
449,3,56.18682579,18.63,1,1,199
450,3,56.54018653,16.12,1,1,50
451,7,55.48867972,19.65,1,1,45
452,7,55.48867972,19.31,1,1,24
453,7,55.48867972,19.31,0.75,1,24
454,7,55.83598152,18.29,0.5,1,24
455,8,55.83598152,19.48,0.292893218813452,1,24
456,8,55.83598152,19.48,0.0986121811340027,1,24
457,8,55.83598152,19.82,0,1,24
458,8,55.83598152,18.63,0,1,24
459,8,52.78636205,18.63,0,1,24
460,8,59.04832976,18.8,0,1,24
461,4,59.04832976,18.8,0,1,24
462,4,52.78636205,19.31,0,1,71
463,4,54.65887636,20.15,0.209430584957905,1,15
464,5,54.65887636,19.65,0.440983005625053,1,85
465,5,50.74110594,21,0.646446609406726,1,15
466,5,53.85306859,20.32,0.75,1,54
467,5,56.05673021,20.66,0.646446609406726,1,15
468,5,54.79910061,19.33,0.440983005625053,1,17
469,5,56.18682579,19.82,0.209430584957905,1,37
470,5,56.54018653,18.63,0,1,45
471,5,56.18682579,17.79,0,1,85
472,5,56.54018653,19.14,0,1,34
473,4,54.65887636,17.96,0,1,42
474,4,54.65887636,21.68,0,1,37
475,8,52.78636205,18.29,0,1,24
476,8,52.78636205,18.46,0,1,24
477,8,52.78636205,19.65,0,1,45
478,8,52.3992944,18.8,0,1,24
479,8,52.78636205,18.29,0,1,14
480,8,54.65887636,20.32,0,1,86
481,8,52.78636205,18.13,0,1,15
482,8,59.04832976,18.97,0,1,9
483,12,55.83598152,19.48,0,1,14
484,7,49.08979226,23.7,0,1,24
485,7,51.06247267,23.87,0,1,119
486,7,51.96675269,23.2,0,1,17
487,8,55.48867972,19.82,0,1,6
488,8,52.78636205,18.63,0,1,19
489,4,52.78636205,17.45,0,1,42
490,5,54.65887636,18.13,0.0986121811340027,1,72
491,5,54.65887636,17.79,0.292893218813452,1,19
492,9,54.65887636,17.79,0.440983005625053,1,24
493,9,53.85306859,18.46,0.5,1,72
494,9,56.54018653,17.96,0.440983005625053,1,24
495,3,53.09517803,17.28,0.646446609406726,1,72
496,3,53.09517803,17.45,0.75,1,72
497,3,53.09517803,19.48,1,1,71
498,3,51.67942451,18.99,1,1,588
499,7,54.51958734,21.17,1,1,37
500,7,55.48867972,19.82,0.75,1,71
501,12,55.83598152,20.32,0.646446609406726,1,24
502,8,55.83598152,19.48,0.440983005625053,1,24
503,8,51.42984835,20.66,0.209430584957905,1,71
504,8,52.3992944,19.14,0,1,24
505,8,59.04832976,19.65,0,1,24
506,13,52.78636205,20.32,0,1,71
507,13,52.78636205,19.31,0,1,42
508,13,52.78636205,18.13,0,1,24
509,8,52.3992944,18.46,0,1,24
510,4,52.78636205,18.97,0,1,72
511,4,52.78636205,18.46,0.25,1,37
512,4,54.65887636,18.97,0.5,1,15
513,5,54.65887636,18.8,0.75,1,15
514,5,56.18682579,19.48,1,1,37
515,5,56.18682579,18.13,0.75,1,42
516,5,53.85306859,18.97,0.5,1,42
517,5,56.05673021,21.34,0.25,1,35
518,5,56.18682579,20.49,0,1,3
519,5,56.54018653,18.97,0,1,37
520,4,54.65887636,18.8,0,1,45
521,4,54.65887636,20.15,0,1,42
522,8,54.65887636,18.13,0,1,71
523,8,52.78636205,17.62,0,1,14
524,14,52.78636205,19.82,0,1,14
525,14,55.83598152,19.14,0,1,14
526,14,55.83598152,19.65,0,1,14
527,14,52.78636205,18.46,0,1,14
528,14,52.78636205,18.63,0,1,14
529,8,52.78636205,22.01,0,1,14
530,12,55.83598152,18.63,0,1,86
531,12,55.48867972,18.63,0,1,14
532,7,55.48867972,22.01,0,1,14
533,7,53.56624881,21.84,0,1,31
534,7,54.16486353,22.86,0,1,324
535,7,54.16486353,22.35,0,1,76
536,8,55.83598152,19.31,0,1,19
537,8,52.3992944,18.63,0,1,19
538,4,52.78636205,18.13,0,1,24
539,4,52.78636205,18.29,0.0986121811340027,1,71
540,9,52.78636205,18.29,0.209430584957905,1,71
541,9,54.65887636,17.96,0.25,1,24
542,9,54.65887636,18.97,0.292893218813452,1,66
543,9,56.54018653,17.45,0.440983005625053,1,71
544,3,56.18682579,17.79,0.646446609406726,1,7
545,1,53.09517803,18.8,0.75,1,42
546,1,51.82643667,15.95,1,1,71
547,15,51.06247267,21.17,1,1,24
548,7,55.48867972,18.97,0.75,1,15
549,12,55.48867972,19.48,0.646446609406726,1,55
550,8,55.83598152,19.65,0.440983005625053,1,15
551,8,55.83598152,20.15,0.292893218813452,1,24
552,13,52.3992944,21,0.0986121811340027,1,24
553,13,52.78636205,20.15,0,1,71
554,4,52.3992944,20.15,0,1,42
555,16,52.3992944,19.31,0,1,24
556,16,52.3992944,25.65,0,1,24
557,4,52.98493475,15.78,0,1,15
558,4,59.04832976,18.97,0,1,495
559,4,52.3992944,18.13,0,1,495
560,4,59.04832976,18.29,0.209430584957905,1,37
561,4,54.65887636,19.31,0.440983005625053,1,72
562,5,54.65887636,23.37,0.646446609406726,1,37
563,5,53.85306859,18.8,0.75,1,42
564,5,56.18682579,18.8,0.646446609406726,1,42
565,5,56.18682579,18.63,0.440983005625053,1,50
566,5,53.85306859,18.13,0.209430584957905,1,50
567,4,54.65887636,18.63,0,1,3
568,4,54.65887636,19.31,0,1,10
569,8,54.65887636,19.14,0,1,37
570,8,52.78636205,18.29,0,1,42
571,14,52.78636205,18.13,0,1,24
572,14,52.78636205,17.11,0,1,9
573,14,55.83598152,17.28,0,1,14
574,14,55.83598152,17.79,0,1,14
575,14,55.83598152,18.97,0,1,14
576,14,59.04832976,17.79,0,1,14
577,14,59.04832976,18.8,0,1,14
578,14,55.83598152,18.46,0,1,14
579,12,55.83598152,18.63,0,1,14
580,12,55.48867972,19.82,0,1,14
581,7,51.96675269,21.17,0,1,6
582,7,54.51958734,23.87,0,1,6
583,7,54.16486353,21.34,0,1,365
584,7,51.06247267,24.21,0,1,184
585,7,54.51958734,22.69,0,1,570
586,12,55.83598152,19.82,0,1,19
587,8,55.83598152,18.63,0,1,15
588,8,55.83598152,17.79,0,1,71
589,8,52.3992944,17.79,0,1,66
590,9,52.78636205,19.31,0,1,19
591,9,52.78636205,18.29,0.0986121811340027,1,42
592,9,54.65887636,18.97,0.292893218813452,1,19
593,3,56.54018653,18.46,0.440983005625053,1,19
594,1,56.54018653,19.48,0.646446609406726,1,19
595,1,53.09517803,19.65,0.75,1,19
596,1,53.09517803,19.5,1,1,42
597,15,55.48867972,19.48,0.75,1,24
598,7,55.48867972,19.48,0.646446609406726,1,54
599,8,55.83598152,19.82,0.440983005625053,1,43
600,8,51.92557066,24.12,0.292893218813452,1,43
601,13,52.78636205,19.65,0.0986121811340027,1,24
602,13,52.3992944,19.48,0,1,90
603,13,52.3992944,19.48,0,1,24
604,16,59.04832976,19.48,0,1,72
605,16,54.65887636,19.14,0,1,187
606,16,54.65887636,19.48,0,1,10
607,16,54.65887636,18.8,0,1,10
608,16,54.65887636,23.28,0,1,37
609,4,59.04832976,19.99,0,1,42
610,4,54.65887636,18.46,0.0986121811340027,1,42
611,4,54.38683714,21.17,0.292893218813452,1,42
612,4,51.89383804,15.27,0.440983005625053,1,43
613,4,54.79910061,18.97,0.5,1,37
614,4,56.18682579,19.31,0.440983005625053,1,37
615,4,56.18682579,19.82,0.292893218813452,1,15
616,4,56.18682579,18.13,0.0986121811340027,1,35
617,4,54.65887636,18.97,0,1,15
618,8,54.65887636,19.99,0,1,37
619,8,54.65887636,18.63,0,1,37
620,12,52.78636205,18.8,0,1,37
621,15,52.3992944,19.14,0,1,37
622,15,52.78636205,19.31,0,1,24
623,15,55.83598152,17.62,0,1,14
624,11,55.83598152,18.63,0,1,24
625,15,55.83598152,18.13,0,1,143
626,15,52.3992944,18.8,0,1,14
627,15,52.78636205,19.99,0.0986121811340027,1,14
628,15,55.83598152,20.32,0.209430584957905,1,14
629,12,55.83598152,19.31,0.25,1,14
630,12,55.48867972,20.32,0.209430584957905,1,14
631,7,53.21998827,22.69,0.0986121811340027,1,38
632,7,53.56624881,23.03,0,1,29
633,7,53.21998827,24.21,0,1,115
634,7,53.56624881,24.21,0,1,141
635,7,50.91024034,23.37,0,1,270
